CMDLINE /home/drixit/2022Projects/Monte-Python/poetryEnv/.venv/bin/python mainTof.py
MEM 97.597656 1694733995.3597
MEM 97.597656 1694733995.4602
MEM 97.597656 1694733995.5615
MEM 97.851562 1694733995.6620
MEM 97.851562 1694733995.7625
MEM 98.097656 1694733995.8630
MEM 99.703125 1694733995.9635
MEM 99.703125 1694733996.0641
MEM 99.703125 1694733996.1646
MEM 99.703125 1694733996.2650
MEM 99.703125 1694733996.3655
MEM 99.703125 1694733996.4659
MEM 99.703125 1694733996.5669
MEM 99.703125 1694733996.6676
MEM 99.703125 1694733996.7767
MEM 99.703125 1694733996.8772
MEM 99.703125 1694733996.9815
MEM 99.703125 1694733997.0821
MEM 99.703125 1694733997.1826
MEM 99.703125 1694733997.2915
MEM 99.703125 1694733997.3921
MEM 99.703125 1694733997.4925
MEM 99.703125 1694733997.5931
MEM 99.703125 1694733997.6935
MEM 99.703125 1694733997.7958
MEM 99.703125 1694733997.8962
MEM 99.703125 1694733997.9968
MEM 99.703125 1694733998.0974
MEM 99.703125 1694733998.1978
MEM 99.703125 1694733998.2983
MEM 99.703125 1694733998.3987
MEM 99.703125 1694733998.4996
MEM 99.703125 1694733998.6017
MEM 99.703125 1694733998.7024
MEM 99.703125 1694733998.8028
MEM 99.703125 1694733998.9033
MEM 99.703125 1694733999.0038
MEM 99.703125 1694733999.1042
MEM 99.703125 1694733999.2047
MEM 99.703125 1694733999.3051
MEM 99.703125 1694733999.4055
MEM 99.703125 1694733999.5061
MEM 99.703125 1694733999.6069
MEM 99.703125 1694733999.7074
MEM 100.109375 1694733999.8079
MEM 100.792969 1694733999.9083
MEM 100.968750 1694734000.0088
MEM 100.968750 1694734000.1093
MEM 100.968750 1694734000.2097
MEM 101.824219 1694734000.3101
MEM 101.875000 1694734000.4106
MEM 101.875000 1694734000.5111
MEM 101.875000 1694734000.6115
MEM 101.875000 1694734000.7158
MEM 101.875000 1694734000.8163
MEM 101.875000 1694734000.9174
MEM 101.875000 1694734001.0178
MEM 101.875000 1694734001.1183
MEM 101.875000 1694734001.2188
MEM 101.875000 1694734001.3192
MEM 101.875000 1694734001.4198
MEM 101.875000 1694734001.5203
MEM 101.875000 1694734001.6208
MEM 101.875000 1694734001.7234
MEM 101.875000 1694734001.8239
MEM 101.875000 1694734001.9243
MEM 101.875000 1694734002.0250
MEM 101.875000 1694734002.1254
MEM 101.875000 1694734002.2258
MEM 101.875000 1694734002.3265
MEM 101.875000 1694734002.4272
MEM 101.875000 1694734002.5277
MEM 101.875000 1694734002.6281
MEM 101.875000 1694734002.7287
MEM 101.875000 1694734002.8298
MEM 101.875000 1694734002.9304
MEM 101.875000 1694734003.0309
MEM 101.875000 1694734003.1313
MEM 102.167969 1694734003.2317
MEM 102.644531 1694734003.3322
MEM 102.894531 1694734003.4326
MEM 102.894531 1694734003.5330
MEM 102.894531 1694734003.6334
MEM 102.894531 1694734003.7342
MEM 102.894531 1694734003.8404
MEM 102.894531 1694734003.9423
MEM 102.894531 1694734004.0430
MEM 103.144531 1694734004.1437
MEM 103.644531 1694734004.2542
MEM 103.644531 1694734004.3548
MEM 103.644531 1694734004.4554
MEM 103.894531 1694734004.5558
MEM 103.894531 1694734004.6563
MEM 103.894531 1694734004.7568
MEM 103.894531 1694734004.8572
MEM 103.894531 1694734004.9580
MEM 103.894531 1694734005.0586
MEM 103.894531 1694734005.1659
MEM 103.894531 1694734005.2663
MEM 103.894531 1694734005.3671
MEM 103.894531 1694734005.4771
MEM 103.894531 1694734005.5776
MEM 103.894531 1694734005.6809
MEM 103.894531 1694734005.7813
MEM 103.894531 1694734005.8818
MEM 103.894531 1694734005.9823
MEM 103.894531 1694734006.0830
MEM 103.894531 1694734006.1848
MEM 103.894531 1694734006.2852
MEM 103.894531 1694734006.3857
MEM 103.894531 1694734006.4866
MEM 103.894531 1694734006.5889
MEM 103.894531 1694734006.6950
MEM 103.894531 1694734006.8003
MEM 103.894531 1694734006.9008
MEM 103.894531 1694734007.0012
MEM 103.894531 1694734007.1017
MEM 103.894531 1694734007.2022
MEM 103.894531 1694734007.3113
MEM 103.894531 1694734007.4119
MEM 103.894531 1694734007.5123
MEM 103.894531 1694734007.6128
MEM 103.894531 1694734007.7132
MEM 103.902344 1694734007.8139
MEM 104.199219 1694734007.9144
MEM 104.480469 1694734008.0148
MEM 104.773438 1694734008.1152
MEM 104.773438 1694734008.2178
MEM 104.773438 1694734008.3183
MEM 104.773438 1694734008.4188
MEM 104.773438 1694734008.5211
MEM 104.773438 1694734008.6216
MEM 104.773438 1694734008.7220
MEM 104.773438 1694734008.8227
MEM 105.101562 1694734008.9231
MEM 105.394531 1694734009.0236
MEM 105.691406 1694734009.1240
MEM 105.691406 1694734009.2245
MEM 105.691406 1694734009.3358
MEM 105.691406 1694734009.4400
MEM 105.691406 1694734009.5404
MEM 105.691406 1694734009.6454
MEM 105.691406 1694734009.7553
MEM 105.691406 1694734009.8558
MEM 105.691406 1694734009.9563
MEM 105.691406 1694734010.0577
MEM 105.691406 1694734010.1582
MEM 105.691406 1694734010.2645
MEM 105.691406 1694734010.3660
MEM 105.691406 1694734010.4711
MEM 105.691406 1694734010.5715
MEM 105.691406 1694734010.6758
MEM 105.691406 1694734010.7762
MEM 105.691406 1694734010.8767
MEM 105.691406 1694734010.9771
MEM 105.691406 1694734011.0865
MEM 105.691406 1694734011.1950
MEM 105.691406 1694734011.2984
MEM 105.691406 1694734011.4014
MEM 105.691406 1694734011.5022
MEM 105.691406 1694734011.6027
MEM 105.691406 1694734011.7079
MEM 105.691406 1694734011.8090
MEM 105.691406 1694734011.9096
MEM 105.691406 1694734012.0102
MEM 105.691406 1694734012.1107
MEM 105.691406 1694734012.2112
MEM 105.691406 1694734012.3116
MEM 105.746094 1694734012.4121
MEM 105.746094 1694734012.5127
MEM 106.097656 1694734012.6132
MEM 106.097656 1694734012.7137
MEM 106.097656 1694734012.8142
MEM 106.097656 1694734012.9149
MEM 106.097656 1694734013.0154
MEM 106.335938 1694734013.1159
MEM 106.335938 1694734013.2166
MEM 106.335938 1694734013.3175
MEM 106.335938 1694734013.4187
MEM 106.585938 1694734013.5191
MEM 107.636719 1694734013.6196
MEM 107.636719 1694734013.7201
MEM 107.636719 1694734013.8205
MEM 107.636719 1694734013.9208
MEM 107.636719 1694734014.0212
MEM 107.636719 1694734014.1215
MEM 107.636719 1694734014.2219
MEM 107.636719 1694734014.3222
MEM 107.636719 1694734014.4226
MEM 107.636719 1694734014.5229
MEM 107.636719 1694734014.6232
MEM 107.636719 1694734014.7238
MEM 107.636719 1694734014.8242
MEM 107.636719 1694734014.9245
MEM 107.636719 1694734015.0249
MEM 107.636719 1694734015.1253
MEM 107.636719 1694734015.2256
MEM 107.636719 1694734015.3260
MEM 107.636719 1694734015.4264
MEM 107.636719 1694734015.5268
MEM 107.636719 1694734015.6271
MEM 107.636719 1694734015.7275
MEM 107.636719 1694734015.8279
MEM 107.636719 1694734015.9283
MEM 107.636719 1694734016.0287
MEM 107.636719 1694734016.1292
MEM 107.636719 1694734016.2297
MEM 107.636719 1694734016.3300
MEM 107.636719 1694734016.4304
MEM 107.636719 1694734016.5308
MEM 107.636719 1694734016.6312
MEM 107.636719 1694734016.7315
MEM 107.636719 1694734016.8319
MEM 107.636719 1694734016.9323
MEM 107.636719 1694734017.0327
MEM 107.636719 1694734017.1331
MEM 107.636719 1694734017.2335
MEM 107.636719 1694734017.3339
MEM 107.636719 1694734017.4343
MEM 107.636719 1694734017.5346
MEM 107.636719 1694734017.6350
MEM 107.636719 1694734017.7355
MEM 107.636719 1694734017.8359
MEM 107.636719 1694734017.9364
MEM 107.636719 1694734018.0368
MEM 107.636719 1694734018.1371
MEM 107.636719 1694734018.2374
MEM 107.636719 1694734018.3379
MEM 107.636719 1694734018.4384
MEM 107.636719 1694734018.5388
MEM 107.636719 1694734018.6392
MEM 107.636719 1694734018.7396
MEM 107.636719 1694734018.8400
MEM 107.636719 1694734018.9404
MEM 107.636719 1694734019.0408
MEM 107.636719 1694734019.1414
MEM 107.636719 1694734019.2418
MEM 107.636719 1694734019.3423
MEM 107.636719 1694734019.4427
MEM 107.636719 1694734019.5432
MEM 107.636719 1694734019.6435
MEM 107.636719 1694734019.7441
MEM 107.636719 1694734019.8445
MEM 107.636719 1694734019.9449
MEM 107.636719 1694734020.0452
MEM 107.636719 1694734020.1456
MEM 107.636719 1694734020.2459
MEM 107.636719 1694734020.3463
MEM 107.636719 1694734020.4467
MEM 107.636719 1694734020.5471
MEM 107.636719 1694734020.6475
MEM 107.636719 1694734020.7481
MEM 107.636719 1694734020.8485
MEM 107.636719 1694734020.9490
MEM 107.636719 1694734021.0500
MEM 107.636719 1694734021.1505
MEM 107.636719 1694734021.2509
MEM 107.636719 1694734021.3513
MEM 107.636719 1694734021.4516
MEM 107.636719 1694734021.5520
MEM 107.636719 1694734021.6524
MEM 107.636719 1694734021.7528
MEM 107.636719 1694734021.8532
MEM 107.636719 1694734021.9536
MEM 107.636719 1694734022.0540
MEM 107.636719 1694734022.1544
MEM 107.636719 1694734022.2547
MEM 107.636719 1694734022.3551
MEM 107.636719 1694734022.4555
MEM 107.636719 1694734022.5558
MEM 108.027344 1694734022.6562
MEM 112.394531 1694734022.7566
MEM 113.730469 1694734022.8571
MEM 116.406250 1694734022.9576
MEM 122.261719 1694734023.0581
MEM 124.683594 1694734023.1585
MEM 129.925781 1694734023.2591
MEM 134.519531 1694734023.3598
MEM 134.765625 1694734023.4602
MEM 135.238281 1694734023.5613
MEM 135.476562 1694734023.6628
MEM 135.765625 1694734023.7633
MEM 136.312500 1694734023.8637
MEM 138.878906 1694734023.9641
MEM 139.691406 1694734024.0645
MEM 141.082031 1694734024.1649
MEM 141.886719 1694734024.2652
MEM 143.425781 1694734024.3656
MEM 144.121094 1694734024.4661
MEM 144.121094 1694734024.5664
MEM 144.121094 1694734024.6668
MEM 145.343750 1694734024.7672
MEM 145.574219 1694734024.8676
MEM 141.929688 1694734024.9680
MEM 140.128906 1694734025.0684
MEM 139.382812 1694734025.1689
