time	V(compout)	V(input)	V(out)	V(n003)	Ix(U5:In+)
0.000000000000000e+00	1.417067e-01	2.902744e-04	-9.488106e-07	-1.000000e-02	-3.474190e-06
4.290000000000000e-10	1.417067e-01	2.902744e-04	-9.488106e-07	-1.000000e-02	-3.474190e-06
4.290500000000000e-10	1.417067e-01	-1.678009e-04	-9.488106e-07	-1.000000e-02	-3.434632e-06
4.291500000000000e-10	1.417067e-01	-2.109358e-03	-9.488106e-07	-1.000000e-02	-3.256078e-06
4.293500000000000e-10	1.417067e-01	-9.285980e-03	-9.488106e-07	-1.000000e-02	-2.569216e-06
4.295000000000000e-10	1.417067e-01	-1.696084e-02	-9.488106e-07	-1.000000e-02	-1.822019e-06
4.295400000000000e-10	1.417067e-01	-1.938327e-02	-9.488106e-07	-1.000000e-02	-1.611141e-06
4.296200000000000e-10	1.417067e-01	-2.355484e-02	-9.488106e-07	-1.000000e-02	-1.284018e-06
4.297800000000000e-10	1.417067e-01	-2.917942e-02	-9.488106e-07	-1.000000e-02	-9.056783e-07
4.300000000000000e-10	1.417067e-01	-3.339052e-02	-9.488106e-07	-1.000000e-02	-6.673682e-07
4.302880000000000e-10	1.417067e-01	-3.291819e-02	-9.488106e-07	-1.000000e-02	-6.896687e-07
4.305760000000000e-10	1.417067e-01	-3.245404e-02	-9.488106e-07	-1.000000e-02	-7.122541e-07
4.308640000000000e-10	1.417067e-01	-3.199805e-02	-9.488106e-07	-1.000000e-02	-7.351245e-07
4.311520000000000e-10	1.417067e-01	-3.155023e-02	-9.488106e-07	-1.000000e-02	-7.582797e-07
4.314400000000000e-10	1.417067e-01	-3.111058e-02	-9.488106e-07	-1.000000e-02	-7.817197e-07
4.317280000000001e-10	1.417067e-01	-3.067910e-02	-9.488106e-07	-1.000000e-02	-8.054447e-07
4.320160000000000e-10	1.417067e-01	-3.025578e-02	-9.488106e-07	-1.000000e-02	-8.294546e-07
4.340640000000000e-10	1.417067e-01	-2.732538e-02	-9.488106e-07	-1.000000e-02	-1.002037e-06
4.345000000000000e-10	1.417067e-01	-2.672939e-02	-9.488106e-07	-1.000000e-02	-1.039402e-06
4.345200000000000e-10	1.417067e-01	-2.688003e-02	-9.488106e-07	-1.000000e-02	-1.029577e-06
4.345600000000000e-10	1.417067e-01	-2.757863e-02	-9.488106e-07	-1.000000e-02	-9.862332e-07
4.346400000000000e-10	1.417067e-01	-3.025443e-02	-9.488106e-07	-1.000000e-02	-8.325777e-07
4.347000000000000e-10	1.417067e-01	-3.315295e-02	-9.488106e-07	-1.000000e-02	-6.784343e-07
4.347160000000000e-10	1.417067e-01	-3.411304e-02	-9.488106e-07	-1.000000e-02	-6.358072e-07
4.347480000000000e-10	1.417067e-01	-3.586120e-02	-9.488106e-07	-1.000000e-02	-5.643031e-07
4.348120000000000e-10	1.417067e-01	-3.851863e-02	-9.488106e-07	-1.000000e-02	-4.685838e-07
4.349400000000000e-10	1.417067e-01	-4.180722e-02	-9.488106e-07	-1.000000e-02	-3.656998e-07
4.350000000000000e-10	1.417067e-01	-4.250769e-02	-9.488106e-07	-1.000000e-02	-3.457486e-07
4.354644571428571e-10	1.417067e-01	-4.155467e-02	-9.488106e-07	-1.000000e-02	-3.715442e-07
4.359289142857143e-10	1.417067e-01	-4.062609e-02	-9.488106e-07	-1.000000e-02	-3.984793e-07
4.363933714285715e-10	1.417067e-01	-3.972192e-02	-9.488106e-07	-1.000000e-02	-4.265540e-07
4.368578285714287e-10	1.417067e-01	-3.884219e-02	-9.488106e-07	-1.000000e-02	-4.557683e-07
4.373222857142858e-10	1.417067e-01	-3.798688e-02	-9.488106e-07	-1.000000e-02	-4.861222e-07
4.377867428571430e-10	1.417067e-01	-3.715600e-02	-9.488106e-07	-1.000000e-02	-5.176157e-07
4.382512000000001e-10	1.417067e-01	-3.634954e-02	-9.488106e-07	-1.000000e-02	-5.502487e-07
4.410000000000000e-10	1.417067e-01	-3.170964e-02	-9.488106e-07	-1.000000e-02	-7.490229e-07
4.410400000000000e-10	1.417067e-01	-3.259629e-02	-9.488106e-07	-1.000000e-02	-7.067690e-07
4.411200000000000e-10	1.417067e-01	-3.649404e-02	-9.488106e-07	-1.000000e-02	-5.706106e-07
4.412800000000000e-10	1.417067e-01	-5.111751e-02	-9.488106e-07	-1.000000e-02	-2.478652e-07
4.414000000000000e-10	1.417067e-01	-6.684074e-02	-9.488106e-07	-1.000000e-02	-5.255044e-08
4.414100000000000e-10	1.417067e-01	-6.835128e-02	-9.488106e-07	-1.000000e-02	-4.693193e-08
4.414300000000000e-10	1.417067e-01	-7.083615e-02	-9.488106e-07	-1.000000e-02	-3.882609e-08
4.414700000000000e-10	1.417067e-01	-7.407927e-02	-9.488106e-07	-1.000000e-02	-2.986069e-08
4.415000000000000e-10	1.417067e-01	-7.530671e-02	-9.488106e-07	-1.000000e-02	-2.688295e-08
4.417914285714287e-10	1.417067e-01	-7.424706e-02	-9.488106e-07	-1.000000e-02	-2.924157e-08
4.420828571428574e-10	1.417067e-01	-7.320594e-02	-9.488106e-07	-1.000000e-02	-3.185047e-08
4.423742857142860e-10	1.417067e-01	-7.218332e-02	-9.488106e-07	-1.000000e-02	-3.470966e-08
4.426657142857147e-10	1.417067e-01	-7.117921e-02	-9.488106e-07	-1.000000e-02	-3.781913e-08
4.429571428571433e-10	1.417067e-01	-7.019362e-02	-9.488106e-07	-1.000000e-02	-4.117889e-08
4.432485714285720e-10	1.417067e-01	-6.922654e-02	-9.488106e-07	-1.000000e-02	-4.478895e-08
4.435400000000007e-10	1.417067e-01	-6.827797e-02	-9.488106e-07	-1.000000e-02	-4.864928e-08
4.455880000000013e-10	1.417067e-01	-6.182630e-02	-9.488106e-07	-1.000000e-02	-7.996341e-08
4.465000000000000e-10	1.417067e-01	-5.909797e-02	-9.488106e-07	-1.000000e-02	-9.667609e-08
4.465300000000000e-10	1.417067e-01	-5.928481e-02	-9.488106e-07	-1.000000e-02	-9.529037e-08
4.465900000000000e-10	1.417067e-01	-6.026889e-02	-9.488106e-07	-1.000000e-02	-8.876950e-08
4.467100000000000e-10	1.417067e-01	-6.420021e-02	-9.488106e-07	-1.000000e-02	-6.661380e-08
4.468000000000000e-10	1.417067e-01	-6.851687e-02	-9.488106e-07	-1.000000e-02	-4.602894e-08
4.468200000000000e-10	1.417067e-01	-6.962998e-02	-9.488106e-07	-1.000000e-02	-4.229513e-08
4.468600000000000e-10	1.417067e-01	-7.144504e-02	-9.488106e-07	-1.000000e-02	-3.676668e-08
4.469400000000000e-10	1.417067e-01	-7.375208e-02	-9.488106e-07	-1.000000e-02	-3.052275e-08
4.470000000000000e-10	1.417067e-01	-7.455964e-02	-9.488106e-07	-1.000000e-02	-2.852306e-08
4.473571428571429e-10	1.417067e-01	-7.329709e-02	-9.488106e-07	-1.000000e-02	-3.166084e-08
4.477142857142857e-10	1.417067e-01	-7.205325e-02	-9.488106e-07	-1.000000e-02	-3.504452e-08
4.480714285714286e-10	1.417067e-01	-7.082813e-02	-9.488106e-07	-1.000000e-02	-3.867413e-08
4.484285714285714e-10	1.417067e-01	-6.962173e-02	-9.488106e-07	-1.000000e-02	-4.254964e-08
4.487857142857143e-10	1.417067e-01	-6.843405e-02	-9.488106e-07	-1.000000e-02	-4.667108e-08
4.491428571428571e-10	1.417067e-01	-6.726508e-02	-9.488106e-07	-1.000000e-02	-5.103842e-08
4.495000000000000e-10	1.417067e-01	-6.611484e-02	-9.488106e-07	-1.000000e-02	-5.565168e-08
4.495100000000000e-10	1.417067e-01	-6.621248e-02	-9.488106e-07	-1.000000e-02	-5.522726e-08
4.495300000000000e-10	1.417067e-01	-6.669838e-02	-9.488106e-07	-1.000000e-02	-5.323163e-08
4.495700000000000e-10	1.417067e-01	-6.860606e-02	-9.488106e-07	-1.000000e-02	-4.602033e-08
4.496000000000000e-10	1.417067e-01	-7.068990e-02	-9.488106e-07	-1.000000e-02	-3.875670e-08
4.496240000000000e-10	1.417067e-01	-7.282636e-02	-9.488106e-07	-1.000000e-02	-3.290983e-08
4.496560000000000e-10	1.417067e-01	-7.541201e-02	-9.488106e-07	-1.000000e-02	-2.713137e-08
4.497200000000001e-10	1.417067e-01	-7.963952e-02	-9.488106e-07	-1.000000e-02	-1.982925e-08
4.498480000000001e-10	1.417067e-01	-8.514848e-02	-9.488106e-07	-1.000000e-02	-1.274395e-08
4.500000000000000e-10	1.417067e-01	-8.849764e-02	-9.488106e-07	-1.000000e-02	-9.455735e-09
4.504285714285714e-10	1.417067e-01	-8.671228e-02	-9.488106e-07	-1.000000e-02	-1.099601e-08
4.508571428571429e-10	1.417067e-01	-8.495777e-02	-9.488106e-07	-1.000000e-02	-1.272359e-08
4.512857142857143e-10	1.417067e-01	-8.323411e-02	-9.488106e-07	-1.000000e-02	-1.463848e-08
4.517142857142858e-10	1.417067e-01	-8.154130e-02	-9.488106e-07	-1.000000e-02	-1.674067e-08
4.521428571428572e-10	1.417067e-01	-7.987934e-02	-9.488106e-07	-1.000000e-02	-1.903016e-08
4.525714285714286e-10	1.417067e-01	-7.824823e-02	-9.488106e-07	-1.000000e-02	-2.150696e-08
4.530000000000000e-10	1.417067e-01	-7.664797e-02	-9.488106e-07	-1.000000e-02	-2.417106e-08
4.530200000000001e-10	1.417067e-01	-7.691354e-02	-9.488106e-07	-1.000000e-02	-2.367694e-08
4.530600000000000e-10	1.417067e-01	-7.820509e-02	-9.488106e-07	-1.000000e-02	-2.159972e-08
4.531400000000000e-10	1.417067e-01	-8.323521e-02	-9.488106e-07	-1.000000e-02	-1.503477e-08
4.532000000000000e-10	1.417067e-01	-8.871433e-02	-9.488106e-07	-1.000000e-02	-9.295242e-09
4.532160000000000e-10	1.417067e-01	-9.053367e-02	-9.488106e-07	-1.000000e-02	-8.129050e-09
4.532480000000000e-10	1.417067e-01	-9.384317e-02	-9.488106e-07	-1.000000e-02	-6.377493e-09
4.533120000000000e-10	1.417067e-01	-9.885709e-02	-9.488106e-07	-1.000000e-02	-4.396387e-09
4.534399999999999e-10	1.417067e-01	-1.050079e-01	-9.488106e-07	-1.000000e-02	-2.648564e-09
4.535000000000000e-10	1.417067e-01	-1.062819e-01	-9.488106e-07	-1.000000e-02	-2.358440e-09
4.535768000000000e-10	1.417067e-01	-1.058912e-01	-9.488106e-07	-1.000000e-02	-2.430613e-09
4.536792000000000e-10	1.417067e-01	-1.053731e-01	-9.488106e-07	-1.000000e-02	-2.530755e-09
4.538839999999999e-10	1.417067e-01	-1.043471e-01	-9.488106e-07	-1.000000e-02	-2.745306e-09
4.542935999999998e-10	1.417067e-01	-1.023318e-01	-9.488106e-07	-1.000000e-02	-3.232512e-09
4.550000000000000e-10	1.417067e-01	-9.891437e-02	-9.488106e-07	-1.000000e-02	-4.170272e-09
4.550200000000000e-10	1.417067e-01	-9.929085e-02	-9.488106e-07	-1.000000e-02	-4.052793e-09
4.550600000000000e-10	1.417067e-01	-1.011014e-01	-9.488106e-07	-1.000000e-02	-3.590065e-09
4.551400000000000e-10	1.417067e-01	-1.081257e-01	-9.488106e-07	-1.000000e-02	-2.237055e-09
4.552000000000000e-10	1.417067e-01	-1.157674e-01	-9.488106e-07	-1.000000e-02	-1.157676e-09
4.552160000000000e-10	1.417067e-01	-1.183034e-01	-9.488106e-07	-1.000000e-02	-9.796551e-10
4.552480000000000e-10	1.417067e-01	-1.229175e-01	-9.488106e-07	-1.000000e-02	-7.295565e-10
4.553120000000000e-10	1.417067e-01	-1.299134e-01	-9.488106e-07	-1.000000e-02	-4.750652e-10
4.554399999999999e-10	1.417067e-01	-1.385128e-01	-9.488106e-07	-1.000000e-02	-2.782518e-10
4.555000000000000e-10	1.417067e-01	-1.403056e-01	-9.488106e-07	-1.000000e-02	-2.485570e-10
4.570000000000000e-10	1.417067e-01	-1.305601e-01	-9.488106e-07	-1.000000e-02	-4.239405e-10
4.570300000000000e-10	1.417067e-01	-1.310561e-01	-9.488106e-07	-1.000000e-02	-4.117980e-10
4.570900000000000e-10	1.417067e-01	-1.335812e-01	-9.488106e-07	-1.000000e-02	-3.647889e-10
4.572100000000000e-10	1.417067e-01	-1.435621e-01	-9.488106e-07	-1.000000e-02	-2.374827e-10
4.573000000000000e-10	1.417067e-01	-1.544841e-01	-9.488106e-07	-1.000000e-02	-1.477881e-10
4.573200000000000e-10	1.417067e-01	-1.572975e-01	-9.488106e-07	-1.000000e-02	-1.390028e-10
4.573600000000000e-10	1.417067e-01	-1.618917e-01	-9.488106e-07	-1.000000e-02	-1.276456e-10
4.574400000000000e-10	1.417067e-01	-1.677564e-01	-9.488106e-07	-1.000000e-02	-1.169690e-10
4.575000000000000e-10	1.417067e-01	-1.698372e-01	-9.488106e-07	-1.000000e-02	-1.139938e-10
4.580828571428572e-10	1.417067e-01	-1.651754e-01	-9.488106e-07	-1.000000e-02	-1.137342e-10
4.586657142857144e-10	1.417067e-01	-1.606667e-01	-9.488106e-07	-1.000000e-02	-1.261893e-10
4.592485714285716e-10	1.417067e-01	-1.563113e-01	-9.488106e-07	-1.000000e-02	-1.513592e-10
4.598314285714287e-10	1.417067e-01	-1.521090e-01	-9.488106e-07	-1.000000e-02	-1.892439e-10
4.604142857142859e-10	1.417067e-01	-1.480599e-01	-9.488106e-07	-1.000000e-02	-2.398433e-10
4.609971428571430e-10	1.417067e-01	-1.441639e-01	-9.488106e-07	-1.000000e-02	-3.031575e-10
4.615800000000002e-10	1.417067e-01	-1.404212e-01	-9.488106e-07	-1.000000e-02	-3.791864e-10
4.656760000000005e-10	1.417067e-01	-1.169882e-01	-9.488106e-07	-1.000000e-02	-3.226597e-09
4.725000000000000e-10	1.417067e-01	-8.394752e-02	-9.488106e-07	-1.000000e-02	-1.355267e-08
4.725500000000000e-10	1.417067e-01	-8.420496e-02	-9.488106e-07	-1.000000e-02	-1.328527e-08
4.726500000000000e-10	1.417067e-01	-8.571886e-02	-9.488106e-07	-1.000000e-02	-1.197071e-08
4.728500000000001e-10	1.417067e-01	-9.195542e-02	-9.488106e-07	-1.000000e-02	-7.748020e-09
4.730000000000000e-10	1.417067e-01	-9.886626e-02	-9.488106e-07	-1.000000e-02	-4.185957e-09
4.730400000000001e-10	1.417067e-01	-1.010762e-01	-9.488106e-07	-1.000000e-02	-3.572072e-09
4.731200000000000e-10	1.417067e-01	-1.048420e-01	-9.488106e-07	-1.000000e-02	-2.718188e-09
4.732800000000000e-10	1.417067e-01	-1.097326e-01	-9.488106e-07	-1.000000e-02	-1.864682e-09
4.735000000000000e-10	1.417067e-01	-1.130351e-01	-9.488106e-07	-1.000000e-02	-1.416011e-09
4.737240000000000e-10	1.417067e-01	-1.118806e-01	-9.488106e-07	-1.000000e-02	-1.545327e-09
4.739800000000001e-10	1.417067e-01	-1.105810e-01	-9.488106e-07	-1.000000e-02	-1.710212e-09
4.744920000000001e-10	1.417067e-01	-1.080440e-01	-9.488106e-07	-1.000000e-02	-2.103564e-09
4.755160000000002e-10	1.417067e-01	-1.032074e-01	-9.488106e-07	-1.000000e-02	-3.221059e-09
4.775640000000004e-10	1.417067e-01	-9.439897e-02	-9.488106e-07	-1.000000e-02	-7.605111e-09
4.816600000000008e-10	1.417067e-01	-7.967561e-02	-9.488106e-07	-1.000000e-02	-3.456162e-08
4.898520000000016e-10	1.417067e-01	-5.588500e-02	-9.488106e-07	-1.000000e-02	-1.447401e-07
4.925000000000000e-10	1.417067e-01	-4.960255e-02	-9.488106e-07	-1.000000e-02	-2.020927e-07
4.925300000000000e-10	1.417067e-01	-4.987228e-02	-9.488106e-07	-1.000000e-02	-1.980235e-07
4.925900000000000e-10	1.417067e-01	-5.114828e-02	-9.488106e-07	-1.000000e-02	-1.811943e-07
4.927099999999999e-10	1.417067e-01	-5.606902e-02	-9.488106e-07	-1.000000e-02	-1.278242e-07
4.928000000000000e-10	1.417067e-01	-6.141044e-02	-9.488106e-07	-1.000000e-02	-8.062773e-08
4.928200000000000e-10	1.417067e-01	-6.278295e-02	-9.488106e-07	-1.000000e-02	-7.274938e-08
4.928600000000000e-10	1.417067e-01	-6.503166e-02	-9.488106e-07	-1.000000e-02	-6.127577e-08
4.929400000000001e-10	1.417067e-01	-6.793186e-02	-9.488106e-07	-1.000000e-02	-4.849945e-08
4.930000000000001e-10	1.417067e-01	-6.899317e-02	-9.488106e-07	-1.000000e-02	-4.432700e-08
4.932142857142857e-10	1.417067e-01	-6.837780e-02	-9.488106e-07	-1.000000e-02	-4.659085e-08
4.934285714285715e-10	1.417067e-01	-6.776793e-02	-9.488106e-07	-1.000000e-02	-4.892896e-08
4.936428571428571e-10	1.417067e-01	-6.716353e-02	-9.488106e-07	-1.000000e-02	-5.134133e-08
4.938571428571429e-10	1.417067e-01	-6.656463e-02	-9.488106e-07	-1.000000e-02	-5.382796e-08
4.940714285714286e-10	1.417067e-01	-6.597120e-02	-9.488106e-07	-1.000000e-02	-5.638886e-08
4.942857142857143e-10	1.417067e-01	-6.538327e-02	-9.488106e-07	-1.000000e-02	-5.902402e-08
4.945000000000000e-10	1.417067e-01	-6.480081e-02	-9.488106e-07	-1.000000e-02	-6.173344e-08
4.945200000000000e-10	1.417067e-01	-6.495337e-02	-9.488106e-07	-1.000000e-02	-6.100316e-08
4.945600000000000e-10	1.417067e-01	-6.572181e-02	-9.488106e-07	-1.000000e-02	-5.763707e-08
4.946400000000001e-10	1.417067e-01	-6.874969e-02	-9.488106e-07	-1.000000e-02	-4.597423e-08
4.947000000000001e-10	1.417067e-01	-7.206040e-02	-9.488106e-07	-1.000000e-02	-3.477030e-08
4.947480000000001e-10	1.417067e-01	-7.516330e-02	-9.488106e-07	-1.000000e-02	-2.747277e-08
4.948120000000001e-10	1.417067e-01	-7.818897e-02	-9.488106e-07	-1.000000e-02	-2.177967e-08
4.949400000000002e-10	1.417067e-01	-8.187833e-02	-9.488106e-07	-1.000000e-02	-1.606942e-08
4.950000000000000e-10	1.417067e-01	-8.262732e-02	-9.488106e-07	-1.000000e-02	-1.504675e-08
4.955000000000000e-10	1.417067e-01	-8.086968e-02	-9.488106e-07	-1.000000e-02	-1.729561e-08
4.955100000000000e-10	1.417067e-01	-8.100318e-02	-9.488106e-07	-1.000000e-02	-1.711530e-08
4.955299999999999e-10	1.417067e-01	-8.164826e-02	-9.488106e-07	-1.000000e-02	-1.630708e-08
4.955700000000000e-10	1.417067e-01	-8.415591e-02	-9.488106e-07	-1.000000e-02	-1.349104e-08
4.956000000000000e-10	1.417067e-01	-8.688624e-02	-9.488106e-07	-1.000000e-02	-1.074025e-08
4.956240000000000e-10	1.417067e-01	-8.968113e-02	-9.488106e-07	-1.000000e-02	-8.695906e-09
4.956560000000000e-10	1.417067e-01	-9.306550e-02	-9.488106e-07	-1.000000e-02	-6.793478e-09
4.957200000000000e-10	1.417067e-01	-9.860631e-02	-9.488106e-07	-1.000000e-02	-4.560954e-09
4.958480000000001e-10	1.417067e-01	-1.058548e-01	-9.488106e-07	-1.000000e-02	-2.581505e-09
4.960000000000000e-10	1.417067e-01	-1.103085e-01	-9.488106e-07	-1.000000e-02	-1.736677e-09
4.961133714285715e-10	1.417067e-01	-1.097541e-01	-9.488106e-07	-1.000000e-02	-1.811196e-09
4.962267428571430e-10	1.417067e-01	-1.092037e-01	-9.488106e-07	-1.000000e-02	-1.889842e-09
4.963401142857144e-10	1.417067e-01	-1.086571e-01	-9.488106e-07	-1.000000e-02	-1.972616e-09
4.964534857142859e-10	1.417067e-01	-1.081144e-01	-9.488106e-07	-1.000000e-02	-2.059518e-09
4.965668571428573e-10	1.417067e-01	-1.075756e-01	-9.488106e-07	-1.000000e-02	-2.150547e-09
4.966802285714288e-10	1.417067e-01	-1.070408e-01	-9.488106e-07	-1.000000e-02	-2.245704e-09
4.967936000000002e-10	1.417067e-01	-1.065098e-01	-9.488106e-07	-1.000000e-02	-2.344988e-09
4.976128000000005e-10	1.417068e-01	-1.027824e-01	-9.488106e-07	-1.000000e-02	-3.227776e-09
4.992512000000010e-10	1.417068e-01	-9.586999e-02	-9.488106e-07	-1.000000e-02	-6.169492e-09
5.025280000000020e-10	1.417068e-01	-8.332188e-02	-9.488106e-07	-1.000000e-02	-1.599193e-08
5.045000000000000e-10	1.417068e-01	-7.641812e-02	-9.488106e-07	-1.000000e-02	-2.461558e-08
5.045199999999999e-10	1.417068e-01	-7.691950e-02	-9.488106e-07	-1.000000e-02	-2.368759e-08
5.045600000000000e-10	1.417068e-01	-7.919084e-02	-9.488106e-07	-1.000000e-02	-2.037573e-08
5.046400000000000e-10	1.417068e-01	-8.781600e-02	-9.488106e-07	-1.000000e-02	-1.141106e-08
5.047000000000000e-10	1.417068e-01	-9.713190e-02	-9.488106e-07	-1.000000e-02	-4.793519e-09
5.047160000000001e-10	1.417068e-01	-1.002137e-01	-9.488106e-07	-1.000000e-02	-3.868990e-09
5.047480000000000e-10	1.417068e-01	-1.058280e-01	-9.488106e-07	-1.000000e-02	-2.629440e-09
5.048120000000001e-10	1.417068e-01	-1.143778e-01	-9.488106e-07	-1.000000e-02	-1.459543e-09
5.049400000000001e-10	1.417068e-01	-1.250070e-01	-9.488106e-07	-1.000000e-02	-6.374073e-10
5.050000000000000e-10	1.417068e-01	-1.273038e-01	-9.488106e-07	-1.000000e-02	-5.203328e-10
5.051792000000001e-10	1.417068e-01	-1.262938e-01	-9.488106e-07	-1.000000e-02	-5.561887e-10
5.057936000000002e-10	1.417068e-01	-1.229166e-01	-9.488106e-07	-1.000000e-02	-7.069579e-10
5.066128000000004e-10	1.417068e-01	-1.185724e-01	-9.488106e-07	-1.000000e-02	-9.722704e-10
5.075000000000001e-10	1.417068e-01	-1.139936e-01	-9.488106e-07	-1.000000e-02	-1.318897e-09
5.075400000000001e-10	1.417068e-01	-1.141535e-01	-9.488106e-07	-1.000000e-02	-1.303671e-09
5.076200000000001e-10	1.417068e-01	-1.152792e-01	-9.488106e-07	-1.000000e-02	-1.210710e-09
5.077800000000000e-10	1.417068e-01	-1.201204e-01	-9.488106e-07	-1.000000e-02	-8.821697e-10
5.079000000000000e-10	1.417068e-01	-1.255551e-01	-9.488106e-07	-1.000000e-02	-5.834416e-10
5.079100000000000e-10	1.417068e-01	-1.260841e-01	-9.488106e-07	-1.000000e-02	-5.637927e-10
5.079299999999999e-10	1.417068e-01	-1.269390e-01	-9.488106e-07	-1.000000e-02	-5.334776e-10
5.079700000000000e-10	1.417068e-01	-1.279951e-01	-9.488106e-07	-1.000000e-02	-4.980246e-10
5.080000000000000e-10	1.417068e-01	-1.283310e-01	-9.488106e-07	-1.000000e-02	-4.871751e-10
5.081451428571430e-10	1.417068e-01	-1.275094e-01	-9.488106e-07	-1.000000e-02	-5.134593e-10
5.082902857142858e-10	1.417068e-01	-1.266951e-01	-9.488106e-07	-1.000000e-02	-5.421381e-10
5.084354285714288e-10	1.417068e-01	-1.258882e-01	-9.488106e-07	-1.000000e-02	-5.732114e-10
5.085805714285716e-10	1.417068e-01	-1.250887e-01	-9.488106e-07	-1.000000e-02	-6.066793e-10
5.087257142857145e-10	1.417068e-01	-1.242966e-01	-9.488106e-07	-1.000000e-02	-6.425418e-10
5.088708571428574e-10	1.417068e-01	-1.235118e-01	-9.488106e-07	-1.000000e-02	-6.807989e-10
5.090160000000003e-10	1.417068e-01	-1.227344e-01	-9.488106e-07	-1.000000e-02	-7.214506e-10
5.100400000000006e-10	1.417068e-01	-1.174430e-01	-9.488106e-07	-1.000000e-02	-1.116045e-09
5.120880000000013e-10	1.417068e-01	-1.078056e-01	-9.488106e-07	-1.000000e-02	-2.809267e-09
5.161840000000025e-10	1.417068e-01	-9.097410e-02	-9.488106e-07	-1.000000e-02	-1.064207e-08
5.200000000000001e-10	1.417069e-01	-7.719965e-02	-9.488106e-07	-1.000000e-02	-2.313659e-08
5.200500000000001e-10	1.417069e-01	-7.742123e-02	-9.488106e-07	-1.000000e-02	-2.274129e-08
5.201500000000001e-10	1.417069e-01	-7.870502e-02	-9.488106e-07	-1.000000e-02	-2.077511e-08
5.203500000000001e-10	1.417069e-01	-8.397268e-02	-9.488106e-07	-1.000000e-02	-1.426144e-08
5.205000000000000e-10	1.417069e-01	-8.980280e-02	-9.488106e-07	-1.000000e-02	-8.529710e-09
5.205400000000000e-10	1.417069e-01	-9.166632e-02	-9.488106e-07	-1.000000e-02	-7.436264e-09
5.206200000000000e-10	1.417069e-01	-9.484293e-02	-9.488106e-07	-1.000000e-02	-5.869242e-09
5.207800000000000e-10	1.417069e-01	-9.897367e-02	-9.488106e-07	-1.000000e-02	-4.235938e-09
5.210000000000001e-10	1.417069e-01	-1.017735e-01	-9.488106e-07	-1.000000e-02	-3.338605e-09
5.215000000000000e-10	1.417069e-01	-9.966227e-02	-9.488106e-07	-1.000000e-02	-3.934065e-09
5.215400000000000e-10	1.417069e-01	-1.000519e-01	-9.488106e-07	-1.000000e-02	-3.819948e-09
5.216200000000000e-10	1.417069e-01	-1.020780e-01	-9.488106e-07	-1.000000e-02	-3.346810e-09
5.217800000000000e-10	1.417069e-01	-1.101374e-01	-9.488106e-07	-1.000000e-02	-1.973651e-09
5.219000000000000e-10	1.417069e-01	-1.189730e-01	-9.488106e-07	-1.000000e-02	-9.184608e-10
5.219100000000000e-10	1.417069e-01	-1.198270e-01	-9.488106e-07	-1.000000e-02	-8.660407e-10
5.219300000000000e-10	1.417069e-01	-1.212204e-01	-9.488106e-07	-1.000000e-02	-7.867514e-10
5.219700000000000e-10	1.417069e-01	-1.229948e-01	-9.488106e-07	-1.000000e-02	-6.946592e-10
5.220000000000001e-10	1.417069e-01	-1.236190e-01	-9.488106e-07	-1.000000e-02	-6.644187e-10
5.220354285714287e-10	1.417069e-01	-1.234301e-01	-9.488106e-07	-1.000000e-02	-6.730335e-10
5.220708571428572e-10	1.417069e-01	-1.232416e-01	-9.488106e-07	-1.000000e-02	-6.817986e-10
5.221062857142858e-10	1.417069e-01	-1.230535e-01	-9.488106e-07	-1.000000e-02	-6.907139e-10
5.221417142857143e-10	1.417069e-01	-1.228659e-01	-9.488106e-07	-1.000000e-02	-6.997795e-10
5.221771428571430e-10	1.417069e-01	-1.226786e-01	-9.488106e-07	-1.000000e-02	-7.089954e-10
5.222125714285715e-10	1.417069e-01	-1.224918e-01	-9.488106e-07	-1.000000e-02	-7.183616e-10
5.222480000000001e-10	1.417069e-01	-1.223054e-01	-9.488106e-07	-1.000000e-02	-7.278781e-10
5.225040000000002e-10	1.417069e-01	-1.209709e-01	-9.488106e-07	-1.000000e-02	-8.016350e-10
5.230160000000004e-10	1.417069e-01	-1.183659e-01	-9.488106e-07	-1.000000e-02	-9.786285e-10
5.240400000000007e-10	1.417069e-01	-1.133991e-01	-9.488106e-07	-1.000000e-02	-1.487780e-09
5.260880000000013e-10	1.417069e-01	-1.041271e-01	-9.488106e-07	-1.000000e-02	-3.104419e-09
5.280000000000000e-10	1.417069e-01	-9.600922e-02	-9.488106e-07	-1.000000e-02	-5.234121e-09
5.280200000000000e-10	1.417069e-01	-9.603890e-02	-9.488106e-07	-1.000000e-02	-5.222027e-09
5.280600000000000e-10	1.417069e-01	-9.634138e-02	-9.488106e-07	-1.000000e-02	-5.103803e-09
5.281400000000000e-10	1.417069e-01	-9.772878e-02	-9.488106e-07	-1.000000e-02	-4.592792e-09
5.282000000000000e-10	1.417069e-01	-9.931500e-02	-9.488106e-07	-1.000000e-02	-4.041990e-09
5.282480000000000e-10	1.417069e-01	-1.008228e-01	-9.488106e-07	-1.000000e-02	-3.603089e-09
5.283120000000000e-10	1.417069e-01	-1.022507e-01	-9.488106e-07	-1.000000e-02	-3.229687e-09
5.284400000000000e-10	1.417069e-01	-1.038691e-01	-9.488106e-07	-1.000000e-02	-2.842081e-09
