time	V(compout)	V(input)
1.460582859110604e-09	1.417635e-01	-6.696280e-02
1.559871643477244e-09	1.417949e-01	-5.977302e-02
1.670416354750248e-09	1.418588e-01	-5.235089e-02
1.805153698268026e-09	1.419941e-01	-4.409399e-02
1.962539098677921e-09	1.422304e-01	-3.547138e-02
2.159160037972595e-09	1.426441e-01	-2.612204e-02
2.404209609821868e-09	1.435265e-01	-1.623674e-02
2.616340950987582e-09	1.503828e-01	-9.016548e-03
2.750325944136800e-09	1.720955e-01	-5.164667e-03
2.900285516635581e-09	2.225772e-01	-1.466648e-03
3.046466236385228e-09	2.797827e-01	1.665399e-03
3.181890928733901e-09	3.148177e-01	4.171003e-03
3.306687955127677e-09	3.120759e-01	6.153660e-03
3.445279172857028e-09	2.718045e-01	8.062239e-03
3.522459773120642e-09	2.380302e-01	8.990643e-03
3.605571799973147e-09	2.009876e-01	9.864270e-03
3.702388270980273e-09	1.691793e-01	1.075745e-02
3.808783203355228e-09	1.515244e-01	1.159854e-02
3.922519694784518e-09	1.458626e-01	1.234964e-02
4.029985510812044e-09	1.447306e-01	1.292852e-02
4.132604458921155e-09	1.442257e-01	1.334472e-02
4.337842355139376e-09	1.435481e-01	1.382453e-02
4.748318147575818e-09	1.426742e-01	1.393922e-02
5.342979757058064e-09	1.419655e-01	1.299817e-02
5.762820425866608e-09	1.417689e-01	1.180235e-02
6.204320165686052e-09	1.417298e-01	1.030645e-02
6.660739746385474e-09	1.417181e-01	8.800619e-03
7.156697440218451e-09	1.417118e-01	7.345038e-03
7.558635813256405e-09	1.417093e-01	6.365970e-03
7.957794314067760e-09	1.417078e-01	5.598572e-03
8.329084178198600e-09	1.417074e-01	5.063611e-03
8.821717609960023e-09	1.417068e-01	4.566018e-03
9.279582179686674e-09	1.417066e-01	4.280829e-03
1.006007703776363e-08	1.417064e-01	4.040165e-03
1.090855352388653e-08	1.417063e-01	3.926689e-03
1.184052370165412e-08	1.417063e-01	3.848525e-03
1.284052370165412e-08	1.417063e-01	3.713125e-03
1.384052370165412e-08	1.417063e-01	3.495808e-03
1.484052370165412e-08	1.417063e-01	3.214006e-03
1.584052370165412e-08	1.417063e-01	2.902122e-03
1.684052370165412e-08	1.417063e-01	2.589077e-03
1.784052370165412e-08	1.417063e-01	2.291751e-03
1.884052370165412e-08	1.417063e-01	2.016868e-03
1.984052370165412e-08	1.417063e-01	1.765339e-03
2.084052370165412e-08	1.417063e-01	1.535880e-03
2.184052370165412e-08	1.417063e-01	1.327011e-03
2.284052370165411e-08	1.417064e-01	1.137714e-03
2.384052370165411e-08	1.417064e-01	9.673710e-04
2.484052370165411e-08	1.417064e-01	8.154832e-04
2.584052370165411e-08	1.417064e-01	6.814510e-04
2.684052370165411e-08	1.417064e-01	5.644769e-04
2.884052370165411e-08	1.417064e-01	3.775950e-04
3.084052370165411e-08	1.417064e-01	2.455759e-04
3.284052370165411e-08	1.417064e-01	1.586407e-04
3.484052370165412e-08	1.417064e-01	1.074993e-04
3.684052370165412e-08	1.417064e-01	8.376564e-05
3.884052370165413e-08	1.417064e-01	8.014012e-05
4.084052370165413e-08	1.417064e-01	9.048342e-05
4.284052370165414e-08	1.417064e-01	1.098039e-04
4.484052370165414e-08	1.417064e-01	1.341791e-04
4.684052370165415e-08	1.417064e-01	1.606378e-04
4.984052370165415e-08	1.417064e-01	1.997091e-04
5.284052370165416e-08	1.417064e-01	2.342342e-04
5.584052370165417e-08	1.417064e-01	2.621370e-04
5.884052370165418e-08	1.417064e-01	2.829836e-04
6.184052370165416e-08	1.417064e-01	2.973270e-04
6.484052370165415e-08	1.417064e-01	3.062251e-04
6.784052370165414e-08	1.417064e-01	3.109080e-04
7.084052370165412e-08	1.417064e-01	3.125680e-04
7.355480941593982e-08	1.417064e-01	3.115998e-04
7.626909513022553e-08	1.417064e-01	3.104701e-04
7.898338084451124e-08	1.417064e-01	3.091787e-04
8.169766655879694e-08	1.417064e-01	3.077258e-04
8.441195227308264e-08	1.417064e-01	3.061114e-04
8.712623798736834e-08	1.417064e-01	3.043353e-04
8.984052370165404e-08	1.417064e-01	3.023976e-04
9.284052370165403e-08	1.417064e-01	3.012601e-04
9.584052370165402e-08	1.417064e-01	3.003058e-04
9.884052370165400e-08	1.417064e-01	2.995350e-04
1.018405237016540e-07	1.417064e-01	2.989475e-04
1.048405237016540e-07	1.417064e-01	2.985434e-04
1.078405237016540e-07	1.417064e-01	2.983227e-04
1.108405237016540e-07	1.417064e-01	2.982853e-04
1.138405237016539e-07	1.417064e-01	2.981700e-04
1.168405237016539e-07	1.417064e-01	2.980554e-04
1.198405237016539e-07	1.417064e-01	2.979414e-04
1.228405237016539e-07	1.417064e-01	2.978281e-04
1.258405237016539e-07	1.417064e-01	2.977154e-04
1.288405237016539e-07	1.417064e-01	2.976033e-04
1.318405237016539e-07	1.417064e-01	2.974918e-04
1.351262379873681e-07	1.417064e-01	2.973653e-04
1.384119522730824e-07	1.417064e-01	2.972437e-04
1.416976665587967e-07	1.417064e-01	2.971271e-04
1.449833808445110e-07	1.417064e-01	2.970154e-04
1.482690951302252e-07	1.417064e-01	2.969086e-04
1.515548094159395e-07	1.417064e-01	2.968068e-04
1.548405237016538e-07	1.417064e-01	2.967099e-04
1.594119522730823e-07	1.417064e-01	2.965831e-04
1.639833808445109e-07	1.417064e-01	2.964536e-04
1.685548094159394e-07	1.417064e-01	2.963216e-04
1.731262379873680e-07	1.417064e-01	2.961870e-04
1.776976665587965e-07	1.417064e-01	2.960499e-04
1.822690951302251e-07	1.417064e-01	2.959102e-04
1.868405237016536e-07	1.417064e-01	2.957680e-04
1.905548094159393e-07	1.417064e-01	2.956462e-04
1.942690951302250e-07	1.417064e-01	2.955220e-04
1.979833808445107e-07	1.417064e-01	2.953956e-04
2.016976665587964e-07	1.417064e-01	2.952669e-04
2.054119522730821e-07	1.417064e-01	2.951358e-04
2.091262379873678e-07	1.417064e-01	2.950025e-04
2.128405237016535e-07	1.417064e-01	2.948669e-04
2.165548094159392e-07	1.417064e-01	2.947299e-04
2.202690951302249e-07	1.417064e-01	2.945924e-04
2.239833808445106e-07	1.417064e-01	2.944543e-04
2.276976665587963e-07	1.417064e-01	2.943157e-04
2.314119522730820e-07	1.417064e-01	2.941764e-04
2.351262379873677e-07	1.417064e-01	2.940366e-04
2.388405237016534e-07	1.417064e-01	2.938962e-04
2.439833808445107e-07	1.417064e-01	2.937019e-04
2.491262379873680e-07	1.417064e-01	2.935094e-04
2.542690951302252e-07	1.417064e-01	2.933186e-04
2.594119522730825e-07	1.417064e-01	2.931298e-04
2.645548094159397e-07	1.417064e-01	2.929427e-04
2.696976665587970e-07	1.417064e-01	2.927574e-04
2.748405237016542e-07	1.417064e-01	2.925739e-04
2.818405237016544e-07	1.417064e-01	2.923300e-04
2.888405237016545e-07	1.417064e-01	2.920920e-04
2.958405237016547e-07	1.417064e-01	2.918597e-04
3.028405237016549e-07	1.417064e-01	2.916333e-04
3.098405237016550e-07	1.417064e-01	2.914128e-04
3.168405237016552e-07	1.417064e-01	2.911980e-04
3.238405237016553e-07	1.417064e-01	2.909891e-04
3.312690951302269e-07	1.417064e-01	2.907736e-04
3.386976665587985e-07	1.417064e-01	2.905622e-04
3.461262379873701e-07	1.417064e-01	2.903550e-04
3.535548094159417e-07	1.417064e-01	2.901519e-04
3.609833808445133e-07	1.417064e-01	2.899530e-04
3.684119522730849e-07	1.417064e-01	2.897582e-04
3.758405237016565e-07	1.417064e-01	2.895675e-04
3.879833808445139e-07	1.417064e-01	2.892610e-04
4.001262379873713e-07	1.417064e-01	2.889616e-04
4.122690951302287e-07	1.417064e-01	2.886692e-04
4.244119522730861e-07	1.417064e-01	2.883840e-04
4.365548094159435e-07	1.417064e-01	2.881058e-04
4.486976665588010e-07	1.417064e-01	2.878347e-04
4.608405237016584e-07	1.417064e-01	2.875706e-04
4.822690951302292e-07	1.417064e-01	2.871247e-04
5.036976665588002e-07	1.417064e-01	2.866986e-04
5.251262379873710e-07	1.417064e-01	2.862923e-04
5.465548094159419e-07	1.417064e-01	2.859057e-04
5.679833808445128e-07	1.417064e-01	2.855390e-04
5.894119522730837e-07	1.417064e-01	2.851921e-04
6.108405237016545e-07	1.417064e-01	2.848649e-04
6.276976665587969e-07	1.417064e-01	2.846178e-04
6.445548094159392e-07	1.417064e-01	2.843793e-04
6.614119522730816e-07	1.417064e-01	2.841497e-04
6.782690951302240e-07	1.417064e-01	2.839288e-04
6.951262379873663e-07	1.417064e-01	2.837166e-04
7.119833808445086e-07	1.417064e-01	2.835132e-04
7.288405237016509e-07	1.417064e-01	2.833186e-04
7.471262379873646e-07	1.417064e-01	2.831162e-04
7.654119522730784e-07	1.417064e-01	2.829215e-04
7.836976665587921e-07	1.417064e-01	2.827345e-04
8.019833808445058e-07	1.417064e-01	2.825554e-04
8.202690951302196e-07	1.417064e-01	2.823839e-04
8.385548094159333e-07	1.417064e-01	2.822203e-04
8.568405237016470e-07	1.417064e-01	2.820644e-04
8.681262379873609e-07	1.417064e-01	2.819711e-04
8.794119522730749e-07	1.417064e-01	2.818802e-04
8.906976665587888e-07	1.417064e-01	2.817916e-04
9.019833808445027e-07	1.417064e-01	2.817052e-04
9.132690951302167e-07	1.417064e-01	2.816212e-04
9.245548094159306e-07	1.417064e-01	2.815395e-04
9.358405237016445e-07	1.417064e-01	2.814601e-04
9.368405237016445e-07	1.417064e-01	2.814531e-04
9.459329346014095e-07	1.417064e-01	2.813908e-04
9.550253455011747e-07	1.417064e-01	2.813297e-04
9.641177564009397e-07	1.417064e-01	2.812698e-04
9.732101673007047e-07	1.417064e-01	2.812113e-04
9.823025782004700e-07	1.417064e-01	2.811539e-04
9.913949891002350e-07	1.417065e-01	2.810979e-04
1.000487400000000e-06	1.417065e-01	2.810431e-04
1.000488400000000e-06	1.417064e-01	-1.219273e-02
1.000490400000000e-06	1.417064e-01	-6.261721e-02
1.000494400000000e-06	1.417064e-01	-2.407385e-01
1.000497400000000e-06	1.417064e-01	-4.249900e-01
1.000497870000000e-06	1.417064e-01	-4.547971e-01
1.000498810000000e-06	1.417064e-01	-4.990885e-01
1.000500690000000e-06	1.417064e-01	-5.397341e-01
1.000502100000000e-06	1.417064e-01	-5.377386e-01
1.000503145226120e-06	1.417064e-01	-5.116727e-01
1.000504538860947e-06	1.417064e-01	-4.793319e-01
1.000507400000000e-06	1.417064e-01	-4.170953e-01
1.000507843216394e-06	1.417064e-01	-4.120403e-01
1.000508434171586e-06	1.417064e-01	-4.139095e-01
1.000509616081970e-06	1.417064e-01	-4.469961e-01
1.000511979902739e-06	1.417064e-01	-5.680469e-01
1.000512100000000e-06	1.417064e-01	-5.765250e-01
1.000512500000000e-06	1.417064e-01	-6.058166e-01
1.000513080571429e-06	1.417064e-01	-6.391689e-01
1.000513661142857e-06	1.417064e-01	-6.679431e-01
1.000514241714286e-06	1.417064e-01	-6.921393e-01
1.000514822285714e-06	1.417064e-01	-7.117574e-01
1.000515402857143e-06	1.417064e-01	-7.267975e-01
1.000515983428571e-06	1.417064e-01	-7.372594e-01
1.000516564000000e-06	1.417064e-01	-7.431434e-01
1.000520659999999e-06	1.417064e-01	-7.396153e-01
1.000522100000000e-06	1.417064e-01	-7.132069e-01
1.000523697876889e-06	1.417064e-01	-6.630647e-01
1.000525828379408e-06	1.417065e-01	-6.030662e-01
1.000530089384446e-06	1.417065e-01	-5.034513e-01
1.000538611394523e-06	1.417065e-01	-3.397239e-01
1.000539100000000e-06	1.417065e-01	-3.318914e-01
1.000539370000000e-06	1.417065e-01	-3.335638e-01
1.000539910000000e-06	1.417065e-01	-3.487871e-01
1.000540990000000e-06	1.417065e-01	-4.168619e-01
1.000541800000000e-06	1.417065e-01	-4.937436e-01
1.000541920000000e-06	1.417065e-01	-5.074652e-01
1.000542160000000e-06	1.417065e-01	-5.308606e-01
1.000542640000000e-06	1.417065e-01	-5.647074e-01
1.000543000000000e-06	1.417065e-01	-5.811234e-01
1.000543240000000e-06	1.417065e-01	-5.883771e-01
1.000543560000000e-06	1.417065e-01	-6.028143e-01
1.000543800000000e-06	1.417065e-01	-6.163830e-01
1.000544557142857e-06	1.417065e-01	-6.710293e-01
1.000545314285714e-06	1.417065e-01	-7.274398e-01
1.000546071428571e-06	1.417065e-01	-7.856145e-01
1.000546828571429e-06	1.417065e-01	-8.455534e-01
1.000547585714286e-06	1.417065e-01	-9.072566e-01
1.000548342857143e-06	1.417065e-01	-9.707239e-01
1.000549100000000e-06	1.417065e-01	-1.035956e+00
1.000549370000000e-06	1.417065e-01	-1.054607e+00
1.000549910000000e-06	1.417065e-01	-1.080457e+00
1.000550990000000e-06	1.417065e-01	-1.095879e+00
1.000551800000000e-06	1.417066e-01	-1.082546e+00
1.000553131690362e-06	1.417066e-01	-1.019120e+00
1.000554653622204e-06	1.417066e-01	-9.527175e-01
1.000557697485888e-06	1.417066e-01	-8.308956e-01
1.000559200000000e-06	1.417066e-01	-7.753341e-01
1.000559808772737e-06	1.417066e-01	-7.573069e-01
1.000561026318210e-06	1.417066e-01	-7.270626e-01
1.000563461409157e-06	1.417066e-01	-6.924599e-01
1.000568331591052e-06	1.417067e-01	-6.746239e-01
1.000569200000000e-06	1.417067e-01	-6.788759e-01
1.000570174036379e-06	1.417067e-01	-6.846083e-01
1.000572122109137e-06	1.417067e-01	-6.850243e-01
1.000576018254652e-06	1.417068e-01	-6.515235e-01
1.000579200000000e-06	1.417068e-01	-5.996082e-01
1.000581537687309e-06	1.417068e-01	-5.475521e-01
1.000584654603721e-06	1.417069e-01	-4.880842e-01
1.000590888436546e-06	1.417070e-01	-3.908488e-01
1.000596600000000e-06	1.417070e-01	-3.177303e-01
1.000596730000000e-06	1.417070e-01	-3.193903e-01
1.000596990000000e-06	1.417070e-01	-3.292843e-01
1.000597510000000e-06	1.417071e-01	-3.700814e-01
1.000597900000000e-06	1.417071e-01	-4.152277e-01
1.000598004000000e-06	1.417071e-01	-4.293715e-01
1.000598212000000e-06	1.417071e-01	-4.528551e-01
1.000598628000000e-06	1.417071e-01	-4.820488e-01
1.000599100000000e-06	1.417071e-01	-4.963453e-01
1.000599848800000e-06	1.417071e-01	-4.828264e-01
1.000600597600000e-06	1.417071e-01	-4.697621e-01
1.000601346400000e-06	1.417071e-01	-4.571525e-01
1.000602095200000e-06	1.417071e-01	-4.449975e-01
1.000602844000000e-06	1.417072e-01	-4.332972e-01
1.000603592800000e-06	1.417072e-01	-4.220515e-01
1.000604341600000e-06	1.417072e-01	-4.112604e-01
1.000606400000000e-06	1.417072e-01	-3.822310e-01
1.000606420000000e-06	1.417072e-01	-3.822342e-01
1.000606460000000e-06	1.417072e-01	-3.828270e-01
1.000606540000000e-06	1.417072e-01	-3.858996e-01
1.000606600000000e-06	1.417072e-01	-3.895200e-01
1.000606712000000e-06	1.417072e-01	-3.983340e-01
1.000606840000000e-06	1.417072e-01	-4.069109e-01
1.000607096000000e-06	1.417072e-01	-4.192927e-01
1.000607607999999e-06	1.417072e-01	-4.323564e-01
1.000607900000000e-06	1.417072e-01	-4.339041e-01
1.000608002400000e-06	1.417072e-01	-4.340074e-01
1.000608207200000e-06	1.417072e-01	-4.379539e-01
1.000608616800000e-06	1.417073e-01	-4.599035e-01
1.000609100000000e-06	1.417073e-01	-5.012951e-01
1.000609673440000e-06	1.417073e-01	-5.717013e-01
1.000610328799999e-06	1.417073e-01	-6.488189e-01
1.000611639519998e-06	1.417073e-01	-7.929390e-01
1.000614260959997e-06	1.417074e-01	-1.055107e+00
1.000616400000000e-06	1.417074e-01	-1.250749e+00
1.000616460000000e-06	1.417074e-01	-1.253762e+00
1.000616540000000e-06	1.417074e-01	-1.254572e+00
1.000616600000000e-06	1.417074e-01	-1.253328e+00
1.000617182857143e-06	1.417074e-01	-1.221959e+00
1.000617765714286e-06	1.417074e-01	-1.191619e+00
1.000618348571429e-06	1.417074e-01	-1.162307e+00
1.000618931428573e-06	1.417075e-01	-1.134025e+00
1.000619514285716e-06	1.417075e-01	-1.106771e+00
1.000620097142859e-06	1.417075e-01	-1.080546e+00
1.000620680000002e-06	1.417075e-01	-1.055350e+00
1.000624776000004e-06	1.417076e-01	-8.885882e-01
1.000626400000000e-06	1.417076e-01	-8.288756e-01
1.000626930000000e-06	1.417076e-01	-8.169824e-01
1.000627990000000e-06	1.417077e-01	-8.054833e-01
1.000630110000000e-06	1.417077e-01	-8.207880e-01
1.000631700000000e-06	1.417077e-01	-8.581215e-01
1.000632108723971e-06	1.417078e-01	-8.727171e-01
1.000632926171914e-06	1.417078e-01	-8.974783e-01
1.000634561067799e-06	1.417078e-01	-9.266750e-01
1.000637830859570e-06	1.417079e-01	-9.255807e-01
1.000641700000000e-06	1.417080e-01	-8.638698e-01
1.000643661875062e-06	1.417081e-01	-8.020602e-01
1.000646277708479e-06	1.417081e-01	-7.297642e-01
1.000651509375312e-06	1.417083e-01	-6.140929e-01
1.000661972708978e-06	1.417086e-01	-4.531128e-01
1.000676110835493e-06	1.417091e-01	-3.224863e-01
1.000690668555502e-06	1.417096e-01	-2.537824e-01
1.000708027986178e-06	1.417103e-01	-2.167359e-01
1.000729045164079e-06	1.417112e-01	-1.973875e-01
1.000758458538969e-06	1.417126e-01	-1.858684e-01
1.000799018837770e-06	1.417150e-01	-1.772684e-01
1.000865144588258e-06	1.417200e-01	-1.663433e-01
1.000986529257507e-06	1.417326e-01	-1.478246e-01
1.001136822860545e-06	1.417570e-01	-1.265880e-01
1.001285867684947e-06	1.418015e-01	-1.073684e-01
1.001414782297217e-06	1.418811e-01	-9.232674e-02
1.001563378789943e-06	1.420430e-01	-7.669094e-02
1.001713108133275e-06	1.422747e-01	-6.247656e-02
1.001843445872983e-06	1.425316e-01	-5.135781e-02
1.001976397631372e-06	1.428664e-01	-4.124712e-02
1.002151321921285e-06	1.437648e-01	-2.952256e-02
1.002338803121051e-06	1.499774e-01	-1.845565e-02
1.002441899230508e-06	1.670255e-01	-1.309877e-02
1.002551032760023e-06	2.094960e-01	-8.061396e-03
1.002663970842767e-06	2.787281e-01	-3.408373e-03
1.002823774196909e-06	3.975522e-01	2.404815e-03
1.002948366021229e-06	4.804029e-01	6.374941e-03
1.003062656621765e-06	5.177525e-01	9.523566e-03
1.003192240332138e-06	4.953898e-01	1.257819e-02
1.003360152089123e-06	3.975713e-01	1.594025e-02
1.003466274314334e-06	3.156848e-01	1.773010e-02
1.003562149609858e-06	2.453807e-01	1.907651e-02
1.003677296567031e-06	1.850033e-01	2.043497e-02
1.003784078765864e-06	1.561764e-01	2.147819e-02
1.003880842745558e-06	1.476915e-01	2.224720e-02
1.003963249761320e-06	1.458868e-01	2.277225e-02
1.004054241694951e-06	1.450721e-01	2.319814e-02
1.004236225562214e-06	1.441693e-01	2.365089e-02
1.004573754190196e-06	1.431383e-01	2.360829e-02
1.004993264244017e-06	1.423309e-01	2.252081e-02
1.005316770741592e-06	1.419692e-01	2.107331e-02
1.005690036815729e-06	1.417878e-01	1.901514e-02
1.006026785320343e-06	1.417387e-01	1.705687e-02
1.006306937598406e-06	1.417259e-01	1.545555e-02
1.006601534804945e-06	1.417184e-01	1.387841e-02
1.006902952117140e-06	1.417144e-01	1.243927e-02
1.007336309398494e-06	1.417107e-01	1.068887e-02
1.007767662786041e-06	1.417087e-01	9.292702e-03
1.008157825205619e-06	1.417077e-01	8.338236e-03
1.008521630675867e-06	1.417071e-01	7.718683e-03
1.009148904025838e-06	1.417066e-01	7.061147e-03
1.009880544977059e-06	1.417064e-01	6.660634e-03
1.010636292517509e-06	1.417062e-01	6.484815e-03
1.011444447241012e-06	1.417062e-01	6.368724e-03
1.012269606930387e-06	1.417062e-01	6.194861e-03
1.013269606930388e-06	1.417062e-01	5.857653e-03
1.014269606930388e-06	1.417062e-01	5.405864e-03
1.015269606930388e-06	1.417062e-01	4.885899e-03
1.016269606930388e-06	1.417062e-01	4.350559e-03
1.017269606930388e-06	1.417062e-01	3.834789e-03
1.018269606930388e-06	1.417063e-01	3.354939e-03
1.019269606930388e-06	1.417063e-01	2.915173e-03
1.020269606930388e-06	1.417063e-01	2.514131e-03
1.021269606930388e-06	1.417063e-01	2.149203e-03
1.022269606930388e-06	1.417063e-01	1.818317e-03
1.023269606930388e-06	1.417063e-01	1.520156e-03
1.024269606930388e-06	1.417063e-01	1.253765e-03
1.025269606930388e-06	1.417064e-01	1.018142e-03
1.026269606930388e-06	1.417064e-01	8.119919e-04
1.027269606930389e-06	1.417064e-01	6.336907e-04
1.028269606930389e-06	1.417064e-01	4.813492e-04
1.029269606930389e-06	1.417064e-01	3.529201e-04
1.030269606930389e-06	1.417064e-01	2.462937e-04
1.031269606930389e-06	1.417064e-01	1.593684e-04
1.032269606930389e-06	1.417064e-01	9.009522e-05
1.033269606930389e-06	1.417064e-01	3.650525e-05
1.034269606930389e-06	1.417064e-01	-3.273699e-06
1.035269606930389e-06	1.417065e-01	-3.100562e-05
1.036269606930389e-06	1.417065e-01	-4.833824e-05
1.037269606930389e-06	1.417065e-01	-5.679747e-05
1.038269606930389e-06	1.417065e-01	-5.778440e-05
1.039269606930389e-06	1.417065e-01	-5.257453e-05
1.040269606930390e-06	1.417065e-01	-4.231933e-05
1.042269606930390e-06	1.417065e-01	-1.067986e-05
1.044269606930390e-06	1.417065e-01	3.024283e-05
1.047269606930390e-06	1.417064e-01	9.796149e-05
1.050269606930390e-06	1.417064e-01	1.631612e-04
1.053269606930391e-06	1.417064e-01	2.193274e-04
1.056269606930391e-06	1.417064e-01	2.637683e-04
1.059269606930391e-06	1.417064e-01	2.962754e-04
1.062269606930391e-06	1.417064e-01	3.180842e-04
1.065269606930391e-06	1.417064e-01	3.311219e-04
1.068269606930392e-06	1.417064e-01	3.374991e-04
1.071269606930392e-06	1.417064e-01	3.391967e-04
1.073698178358963e-06	1.417064e-01	3.374052e-04
1.076126749787535e-06	1.417064e-01	3.354004e-04
1.078555321216107e-06	1.417064e-01	3.331824e-04
1.080983892644678e-06	1.417064e-01	3.307512e-04
1.083412464073250e-06	1.417064e-01	3.281067e-04
1.085841035501822e-06	1.417064e-01	3.252491e-04
1.088269606930393e-06	1.417064e-01	3.221782e-04
1.090983892644679e-06	1.417064e-01	3.200835e-04
1.093698178358965e-06	1.417064e-01	3.183180e-04
1.096412464073251e-06	1.417064e-01	3.168819e-04
1.099126749787537e-06	1.417064e-01	3.157750e-04
1.101841035501823e-06	1.417064e-01	3.149974e-04
1.104555321216109e-06	1.417064e-01	3.145491e-04
1.107269606930395e-06	1.417064e-01	3.144300e-04
1.109841035501823e-06	1.417064e-01	3.142994e-04
1.112412464073252e-06	1.417064e-01	3.141818e-04
1.114983892644681e-06	1.417064e-01	3.140774e-04
1.117555321216110e-06	1.417064e-01	3.139860e-04
1.120126749787538e-06	1.417064e-01	3.139077e-04
1.122698178358967e-06	1.417064e-01	3.138425e-04
1.125269606930396e-06	1.417064e-01	3.137904e-04
1.128698178358968e-06	1.417064e-01	3.136536e-04
1.132126749787539e-06	1.417064e-01	3.135048e-04
1.135555321216111e-06	1.417064e-01	3.133441e-04
1.138983892644683e-06	1.417064e-01	3.131713e-04
1.142412464073254e-06	1.417064e-01	3.129866e-04
1.145841035501826e-06	1.417064e-01	3.127899e-04
1.149269606930398e-06	1.417064e-01	3.125813e-04
1.153412464073255e-06	1.417064e-01	3.123355e-04
1.157555321216113e-06	1.417064e-01	3.120858e-04
1.161698178358970e-06	1.417064e-01	3.118321e-04
1.165841035501828e-06	1.417064e-01	3.115745e-04
1.169983892644685e-06	1.417064e-01	3.113129e-04
1.174126749787542e-06	1.417064e-01	3.110473e-04
1.178269606930400e-06	1.417064e-01	3.107777e-04
1.181698178358972e-06	1.417064e-01	3.105504e-04
1.185126749787543e-06	1.417064e-01	3.103211e-04
1.188555321216115e-06	1.417064e-01	3.100901e-04
1.191983892644687e-06	1.417064e-01	3.098572e-04
1.195412464073258e-06	1.417064e-01	3.096226e-04
1.198841035501830e-06	1.417064e-01	3.093861e-04
1.202269606930402e-06	1.417064e-01	3.091477e-04
1.206126749787545e-06	1.417064e-01	3.088789e-04
1.209983892644688e-06	1.417064e-01	3.086106e-04
1.213841035501831e-06	1.417064e-01	3.083430e-04
1.217698178358974e-06	1.417064e-01	3.080761e-04
1.221555321216117e-06	1.417064e-01	3.078098e-04
1.225412464073261e-06	1.417064e-01	3.075441e-04
1.229269606930404e-06	1.417064e-01	3.072791e-04
1.235412464073261e-06	1.417064e-01	3.068611e-04
1.241555321216119e-06	1.417064e-01	3.064499e-04
1.247698178358976e-06	1.417064e-01	3.060458e-04
1.253841035501834e-06	1.417064e-01	3.056486e-04
1.259983892644692e-06	1.417064e-01	3.052583e-04
1.266126749787549e-06	1.417064e-01	3.048750e-04
1.272269606930407e-06	1.417064e-01	3.044986e-04
1.278269606930407e-06	1.417064e-01	3.041398e-04
1.284269606930408e-06	1.417064e-01	3.037874e-04
1.290269606930408e-06	1.417064e-01	3.034413e-04
1.296269606930409e-06	1.417064e-01	3.031015e-04
1.302269606930409e-06	1.417064e-01	3.027680e-04
1.308269606930410e-06	1.417064e-01	3.024409e-04
1.314269606930410e-06	1.417064e-01	3.021201e-04
1.327841035501840e-06	1.417064e-01	3.014145e-04
1.341412464073269e-06	1.417064e-01	3.007283e-04
1.354983892644699e-06	1.417064e-01	3.000616e-04
1.368555321216128e-06	1.417064e-01	2.994143e-04
1.382126749787558e-06	1.417064e-01	2.987865e-04
1.395698178358988e-06	1.417064e-01	2.981781e-04
