time	V(compout)	V(input)
1.202913335190160e-05	1.417064e-01	6.495631e-04
1.203013335190160e-05	1.417064e-01	5.125008e-04
1.203113335190160e-05	1.417064e-01	3.961644e-04
1.203313335190160e-05	1.417064e-01	2.186967e-04
1.203513335190160e-05	1.417064e-01	1.032937e-04
1.203713335190161e-05	1.417064e-01	3.690891e-05
1.203913335190161e-05	1.417064e-01	7.833951e-06
1.204113335190161e-05	1.417064e-01	5.931218e-06
1.204313335190161e-05	1.417064e-01	2.271965e-05
1.204513335190161e-05	1.417064e-01	5.134058e-05
1.204813335190161e-05	1.417064e-01	1.051026e-04
1.204984763761590e-05	1.417064e-01	1.388191e-04
1.205156192333018e-05	1.417064e-01	1.698718e-04
1.205327620904447e-05	1.417064e-01	1.982609e-04
1.205499049475876e-05	1.417064e-01	2.239862e-04
1.205670478047304e-05	1.417064e-01	2.470477e-04
1.205841906618733e-05	1.417064e-01	2.674456e-04
1.206013335190162e-05	1.417064e-01	2.851797e-04
1.206341906618733e-05	1.417064e-01	3.042786e-04
1.206670478047305e-05	1.417064e-01	3.189731e-04
1.206999049475877e-05	1.417064e-01	3.292633e-04
1.207327620904448e-05	1.417064e-01	3.351490e-04
1.207656192333020e-05	1.417064e-01	3.366304e-04
1.207984763761591e-05	1.417064e-01	3.337074e-04
1.208313335190163e-05	1.417064e-01	3.263800e-04
1.208970478047306e-05	1.417064e-01	3.217529e-04
1.209627620904449e-05	1.417064e-01	3.180425e-04
1.210284763761592e-05	1.417064e-01	3.152491e-04
1.210941906618736e-05	1.417064e-01	3.133724e-04
1.211599049475879e-05	1.417064e-01	3.124126e-04
1.212256192333022e-05	1.417064e-01	3.123696e-04
1.212913335190165e-05	1.417064e-01	3.132435e-04
1.213399049475880e-05	1.417064e-01	3.129201e-04
1.213884763761594e-05	1.417064e-01	3.125910e-04
1.214370478047309e-05	1.417064e-01	3.122561e-04
1.214856192333023e-05	1.417064e-01	3.119156e-04
1.215341906618738e-05	1.417064e-01	3.115692e-04
1.215827620904452e-05	1.417064e-01	3.112172e-04
1.216313335190167e-05	1.417064e-01	3.108594e-04
1.216556192333024e-05	1.417064e-01	3.106932e-04
1.216799049475881e-05	1.417064e-01	3.105307e-04
1.217041906618739e-05	1.417064e-01	3.103720e-04
1.217284763761596e-05	1.417064e-01	3.102169e-04
1.217527620904453e-05	1.417064e-01	3.100657e-04
1.217770478047310e-05	1.417064e-01	3.099181e-04
1.218013335190168e-05	1.417064e-01	3.097743e-04
1.218313335190168e-05	1.417064e-01	3.096071e-04
1.218613335190168e-05	1.417064e-01	3.094523e-04
1.218913335190168e-05	1.417064e-01	3.093140e-04
1.219113335190168e-05	1.417064e-01	3.092335e-04
1.219313335190168e-05	1.417064e-01	3.091647e-04
1.219513335190168e-05	1.417064e-01	3.091100e-04
1.219713335190169e-05	1.417064e-01	3.090726e-04
1.219913335190169e-05	1.417064e-01	3.090559e-04
1.220113335190169e-05	1.417064e-01	3.090642e-04
1.220213335190169e-05	1.417064e-01	3.090793e-04
1.220313335190169e-05	1.417064e-01	3.091025e-04
1.220413335190169e-05	1.417064e-01	3.091345e-04
1.220513335190169e-05	1.417064e-01	3.091762e-04
1.220613335190169e-05	1.417064e-01	3.092283e-04
1.220713335190169e-05	1.417064e-01	3.092915e-04
1.220813335190169e-05	1.417064e-01	3.093668e-04
1.220913335190169e-05	1.417064e-01	3.094549e-04
1.221013335190169e-05	1.417064e-01	3.095564e-04
1.221113335190169e-05	1.417064e-01	3.096723e-04
1.221213335190169e-05	1.417064e-01	3.098029e-04
1.221313335190169e-05	1.417064e-01	3.099488e-04
1.221413335190169e-05	1.417064e-01	3.101103e-04
1.221513335190169e-05	1.417064e-01	3.102873e-04
1.221613335190169e-05	1.417064e-01	3.104796e-04
1.221713335190170e-05	1.417064e-01	3.106865e-04
1.221813335190170e-05	1.417064e-01	3.109068e-04
1.221913335190170e-05	1.417064e-01	3.111388e-04
1.222013335190170e-05	1.417064e-01	3.113803e-04
1.222113335190170e-05	1.417064e-01	3.116282e-04
1.222213335190170e-05	1.417064e-01	3.118786e-04
1.222313335190170e-05	1.417064e-01	3.121270e-04
1.222413335190170e-05	1.417064e-01	3.123678e-04
1.222513335190170e-05	1.417064e-01	3.125948e-04
1.222613335190170e-05	1.417064e-01	3.128008e-04
1.222713335190170e-05	1.417064e-01	3.129779e-04
1.222813335190170e-05	1.417064e-01	3.131178e-04
1.222913335190170e-05	1.417064e-01	3.132118e-04
1.223013335190170e-05	1.417064e-01	3.132508e-04
1.223113335190170e-05	1.417064e-01	3.132264e-04
1.223213335190170e-05	1.417064e-01	3.131304e-04
1.223313335190170e-05	1.417064e-01	3.129555e-04
1.223413335190170e-05	1.417064e-01	3.126959e-04
1.223513335190170e-05	1.417064e-01	3.123472e-04
1.223613335190170e-05	1.417064e-01	3.119069e-04
1.223713335190171e-05	1.417064e-01	3.113748e-04
1.223813335190171e-05	1.417064e-01	3.107529e-04
1.223913335190171e-05	1.417064e-01	3.100454e-04
1.224013335190171e-05	1.417064e-01	3.092590e-04
1.224113335190171e-05	1.417064e-01	3.084026e-04
1.224313335190171e-05	1.417064e-01	3.065241e-04
1.224513335190171e-05	1.417064e-01	3.045127e-04
1.224713335190171e-05	1.417064e-01	3.024841e-04
1.224913335190171e-05	1.417064e-01	3.005531e-04
1.225113335190171e-05	1.417064e-01	2.988214e-04
1.225413335190171e-05	1.417064e-01	2.967638e-04
1.225713335190172e-05	1.417064e-01	2.954782e-04
1.226013335190172e-05	1.417064e-01	2.949782e-04
1.226313335190172e-05	1.417064e-01	2.951677e-04
1.226513335190172e-05	1.417064e-01	2.955978e-04
1.226713335190172e-05	1.417064e-01	2.962062e-04
1.226813335190172e-05	1.417064e-01	2.965597e-04
1.226913335190172e-05	1.417064e-01	2.969369e-04
1.227013335190172e-05	1.417064e-01	2.973316e-04
1.227113335190172e-05	1.417064e-01	2.977378e-04
1.227213335190172e-05	1.417064e-01	2.981499e-04
1.227313335190172e-05	1.417064e-01	2.985629e-04
1.227413335190172e-05	1.417064e-01	2.989723e-04
1.227613335190172e-05	1.417064e-01	2.997650e-04
1.227813335190173e-05	1.417064e-01	3.005024e-04
1.228013335190173e-05	1.417064e-01	3.011670e-04
1.228113335190173e-05	1.417064e-01	3.014685e-04
1.228213335190173e-05	1.417064e-01	3.017483e-04
1.228313335190173e-05	1.417064e-01	3.020062e-04
1.228413335190173e-05	1.417064e-01	3.022419e-04
1.228513335190173e-05	1.417064e-01	3.024558e-04
1.228613335190173e-05	1.417064e-01	3.026482e-04
1.228713335190173e-05	1.417064e-01	3.028197e-04
1.228913335190173e-05	1.417064e-01	3.031034e-04
1.229113335190173e-05	1.417064e-01	3.033142e-04
1.229313335190173e-05	1.417064e-01	3.034607e-04
1.229513335190173e-05	1.417064e-01	3.035518e-04
1.229813335190174e-05	1.417064e-01	3.036041e-04
1.230113335190174e-05	1.417064e-01	3.035791e-04
1.230413335190174e-05	1.417064e-01	3.034996e-04
1.230713335190174e-05	1.417064e-01	3.033837e-04
1.231013335190174e-05	1.417064e-01	3.032447e-04
1.231313335190174e-05	1.417064e-01	3.030918e-04
1.231613335190174e-05	1.417064e-01	3.029309e-04
1.231913335190175e-05	1.417064e-01	3.027655e-04
1.232213335190175e-05	1.417064e-01	3.025976e-04
1.232513335190175e-05	1.417064e-01	3.024280e-04
1.232813335190175e-05	1.417064e-01	3.022571e-04
1.233113335190175e-05	1.417064e-01	3.020851e-04
1.233413335190175e-05	1.417064e-01	3.019120e-04
1.233713335190176e-05	1.417064e-01	3.017381e-04
1.233913335190176e-05	1.417064e-01	3.016218e-04
1.234113335190176e-05	1.417064e-01	3.015053e-04
1.234313335190176e-05	1.417064e-01	3.013888e-04
1.234513335190176e-05	1.417064e-01	3.012723e-04
1.234713335190176e-05	1.417064e-01	3.011560e-04
1.234913335190176e-05	1.417064e-01	3.010401e-04
1.235113335190176e-05	1.417064e-01	3.009246e-04
1.235313335190176e-05	1.417064e-01	3.008097e-04
1.235513335190176e-05	1.417064e-01	3.006955e-04
1.235813335190177e-05	1.417064e-01	3.005255e-04
1.236113335190177e-05	1.417064e-01	3.003576e-04
1.236413335190177e-05	1.417064e-01	3.001919e-04
1.236727620904463e-05	1.417064e-01	3.000209e-04
1.237041906618749e-05	1.417064e-01	2.998524e-04
1.237356192333034e-05	1.417064e-01	2.996863e-04
1.237670478047320e-05	1.417064e-01	2.995226e-04
1.237984763761606e-05	1.417064e-01	2.993613e-04
1.238299049475892e-05	1.417064e-01	2.992025e-04
1.238613335190178e-05	1.417064e-01	2.990461e-04
1.238941906618750e-05	1.417064e-01	2.988848e-04
1.239270478047321e-05	1.417064e-01	2.987252e-04
1.239599049475893e-05	1.417064e-01	2.985671e-04
1.239927620904464e-05	1.417064e-01	2.984107e-04
1.240256192333036e-05	1.417064e-01	2.982559e-04
1.240584763761607e-05	1.417064e-01	2.981028e-04
1.240913335190179e-05	1.417064e-01	2.979513e-04
1.241184763761608e-05	1.417064e-01	2.978267e-04
1.241456192333036e-05	1.417064e-01	2.977030e-04
1.241727620904465e-05	1.417064e-01	2.975802e-04
1.241999049475894e-05	1.417064e-01	2.974581e-04
1.242270478047323e-05	1.417064e-01	2.973369e-04
1.242541906618751e-05	1.417064e-01	2.972165e-04
1.242813335190180e-05	1.417064e-01	2.970970e-04
1.242913335190180e-05	1.417064e-01	2.970532e-04
1.243399049475895e-05	1.417064e-01	2.968413e-04
1.243884763761609e-05	1.417064e-01	2.966338e-04
1.244370478047324e-05	1.417064e-01	2.964306e-04
1.244856192333038e-05	1.417064e-01	2.962319e-04
1.245341906618753e-05	1.417064e-01	2.960375e-04
1.245827620904467e-05	1.417064e-01	2.958474e-04
1.246313335190182e-05	1.417064e-01	2.956618e-04
1.246727620904468e-05	1.417064e-01	2.955088e-04
1.247141906618754e-05	1.417064e-01	2.953595e-04
1.247556192333040e-05	1.417064e-01	2.952140e-04
1.247970478047326e-05	1.417064e-01	2.950721e-04
1.248384763761611e-05	1.417064e-01	2.949341e-04
1.248799049475897e-05	1.417064e-01	2.947997e-04
1.249213335190183e-05	1.417064e-01	2.946691e-04
1.249741906618755e-05	1.417064e-01	2.945076e-04
1.250270478047327e-05	1.417064e-01	2.943489e-04
1.250799049475898e-05	1.417064e-01	2.941931e-04
1.251327620904470e-05	1.417064e-01	2.940402e-04
1.251856192333042e-05	1.417064e-01	2.938901e-04
1.252384763761613e-05	1.417064e-01	2.937430e-04
1.252913335190185e-05	1.417064e-01	2.935986e-04
1.253484763761614e-05	1.417064e-01	2.934431e-04
1.254056192333043e-05	1.417064e-01	2.932884e-04
1.254627620904472e-05	1.417064e-01	2.931345e-04
1.255199049475901e-05	1.417064e-01	2.929816e-04
1.255770478047329e-05	1.417064e-01	2.928295e-04
1.256341906618758e-05	1.417064e-01	2.926784e-04
1.256913335190187e-05	1.417064e-01	2.925281e-04
1.257513335190187e-05	1.417064e-01	2.923708e-04
1.258113335190188e-05	1.417064e-01	2.922147e-04
1.258713335190188e-05	1.417064e-01	2.920598e-04
1.259313335190188e-05	1.417064e-01	2.919063e-04
1.259913335190189e-05	1.417064e-01	2.917539e-04
1.260513335190189e-05	1.417064e-01	2.916028e-04
1.261113335190189e-05	1.417064e-01	2.914530e-04
1.262456192333047e-05	1.417064e-01	2.911236e-04
1.263799049475905e-05	1.417064e-01	2.908036e-04
1.265141906618763e-05	1.417064e-01	2.904928e-04
1.266484763761620e-05	1.417064e-01	2.901913e-04
1.267827620904478e-05	1.417064e-01	2.898990e-04
1.269170478047336e-05	1.417064e-01	2.896160e-04
1.270513335190194e-05	1.417064e-01	2.893422e-04
1.272513335190195e-05	1.417064e-01	2.889541e-04
1.274513335190196e-05	1.417064e-01	2.885808e-04
1.276513335190197e-05	1.417064e-01	2.882225e-04
1.278513335190198e-05	1.417064e-01	2.878792e-04
1.280513335190199e-05	1.417064e-01	2.875508e-04
1.282513335190200e-05	1.417064e-01	2.872373e-04
1.284513335190201e-05	1.417064e-01	2.869387e-04
1.285413335190201e-05	1.417064e-01	2.868069e-04
1.286313335190202e-05	1.417064e-01	2.866776e-04
1.287213335190202e-05	1.417064e-01	2.865508e-04
1.288113335190203e-05	1.417064e-01	2.864264e-04
1.289013335190203e-05	1.417064e-01	2.863046e-04
1.289913335190204e-05	1.417064e-01	2.861853e-04
1.290813335190204e-05	1.417064e-01	2.860684e-04
1.292156192333062e-05	1.417064e-01	2.858994e-04
1.293499049475920e-05	1.417064e-01	2.857353e-04
1.294841906618777e-05	1.417064e-01	2.855762e-04
1.296184763761635e-05	1.417064e-01	2.854219e-04
1.297527620904493e-05	1.417064e-01	2.852726e-04
1.298870478047351e-05	1.417064e-01	2.851282e-04
1.300213335190209e-05	1.417064e-01	2.849887e-04
1.300260910000000e-05	1.417064e-01	2.849838e-04
1.300260931000000e-05	1.417064e-01	-3.256054e-03
1.300260973000000e-05	1.417064e-01	-1.813785e-02
1.300261057000000e-05	1.417064e-01	-7.270253e-02
1.300261120000000e-05	1.417064e-01	-1.307136e-01
1.300261136800000e-05	1.417064e-01	-1.505666e-01
1.300261170400000e-05	1.417064e-01	-1.889707e-01
1.300261237600000e-05	1.417064e-01	-2.595838e-01
1.300261372000000e-05	1.417064e-01	-3.835872e-01
1.300261490000000e-05	1.417064e-01	-4.791138e-01
1.300261516880000e-05	1.417064e-01	-4.939308e-01
1.300261570640000e-05	1.417064e-01	-5.158376e-01
1.300261678160000e-05	1.417064e-01	-5.350640e-01
1.300261760000000e-05	1.417064e-01	-5.325673e-01
1.300261772000000e-05	1.417064e-01	-5.313233e-01
1.300261788000000e-05	1.417064e-01	-5.327494e-01
1.300261800000000e-05	1.417064e-01	-5.355983e-01
1.300261809600000e-05	1.417064e-01	-5.384949e-01
1.300261822400000e-05	1.417064e-01	-5.400889e-01
1.300261850000000e-05	1.417064e-01	-5.389823e-01
1.300261862000000e-05	1.417064e-01	-5.380331e-01
1.300261878000000e-05	1.417064e-01	-5.419304e-01
1.300261910000000e-05	1.417064e-01	-5.583636e-01
1.300261932400000e-05	1.417064e-01	-5.743999e-01
1.300261957999999e-05	1.417064e-01	-5.836917e-01
1.300262010000000e-05	1.417064e-01	-5.885358e-01
1.300262078571429e-05	1.417064e-01	-5.696687e-01
1.300262147142857e-05	1.417064e-01	-5.513204e-01
1.300262215714286e-05	1.417064e-01	-5.334910e-01
1.300262284285714e-05	1.417064e-01	-5.161804e-01
1.300262352857143e-05	1.417064e-01	-4.993888e-01
1.300262421428571e-05	1.417064e-01	-4.831160e-01
1.300262490000000e-05	1.417064e-01	-4.673620e-01
1.300262517000000e-05	1.417064e-01	-4.667873e-01
1.300262571000000e-05	1.417064e-01	-4.775391e-01
1.300262679000000e-05	1.417064e-01	-5.367435e-01
1.300262760000000e-05	1.417064e-01	-6.070220e-01
1.300262772000000e-05	1.417064e-01	-6.173350e-01
1.300262788000000e-05	1.417064e-01	-6.240180e-01
1.300262800000000e-05	1.417064e-01	-6.249533e-01
1.300262820000000e-05	1.417064e-01	-6.190192e-01
1.300262824800000e-05	1.417064e-01	-6.185393e-01
1.300262831200000e-05	1.417064e-01	-6.201238e-01
1.300262844000000e-05	1.417064e-01	-6.280193e-01
1.300262850000000e-05	1.417064e-01	-6.336821e-01
1.300262867920000e-05	1.417064e-01	-6.505975e-01
1.300262888400000e-05	1.417064e-01	-6.596912e-01
1.300262910000000e-05	1.417064e-01	-6.618612e-01
1.300262922288000e-05	1.417064e-01	-6.590102e-01
1.300262938672000e-05	1.417064e-01	-6.576357e-01
1.300262971440000e-05	1.417064e-01	-6.616364e-01
1.300263010000000e-05	1.417064e-01	-6.735625e-01
1.300263055875200e-05	1.417064e-01	-6.965843e-01
1.300263108304000e-05	1.417064e-01	-7.188665e-01
1.300263213161600e-05	1.417064e-01	-7.569191e-01
1.300263230000000e-05	1.417064e-01	-7.621343e-01
1.300263243000000e-05	1.417064e-01	-7.645050e-01
1.300263269000000e-05	1.417064e-01	-7.667780e-01
1.300263321000000e-05	1.417064e-01	-7.634351e-01
1.300263360000000e-05	1.417064e-01	-7.554649e-01
1.300263417142857e-05	1.417064e-01	-7.355957e-01
1.300263474285714e-05	1.417064e-01	-7.161770e-01
1.300263531428571e-05	1.417064e-01	-6.972089e-01
1.300263588571429e-05	1.417064e-01	-6.786911e-01
1.300263645714286e-05	1.417064e-01	-6.606239e-01
1.300263702857143e-05	1.417064e-01	-6.430072e-01
1.300263760000000e-05	1.417064e-01	-6.258410e-01
1.300263766000000e-05	1.417064e-01	-6.249952e-01
1.300263778000000e-05	1.417064e-01	-6.253295e-01
1.300263802000000e-05	1.417064e-01	-6.325014e-01
1.300263820000000e-05	1.417064e-01	-6.424040e-01
1.300263829000000e-05	1.417064e-01	-6.474696e-01
1.300263841000000e-05	1.417064e-01	-6.502610e-01
1.300263850000000e-05	1.417064e-01	-6.500667e-01
1.300263908571429e-05	1.417064e-01	-6.328159e-01
1.300263967142857e-05	1.417064e-01	-6.159723e-01
1.300264025714286e-05	1.417064e-01	-5.995361e-01
1.300264084285714e-05	1.417064e-01	-5.835071e-01
1.300264142857143e-05	1.417064e-01	-5.678854e-01
1.300264201428572e-05	1.417064e-01	-5.526709e-01
1.300264260000000e-05	1.417064e-01	-5.378638e-01
1.300264270000000e-05	1.417064e-01	-5.373657e-01
1.300264290000000e-05	1.417064e-01	-5.407374e-01
1.300264330000000e-05	1.417065e-01	-5.614649e-01
1.300264360000000e-05	1.417065e-01	-5.867132e-01
1.300264384000000e-05	1.417065e-01	-6.132600e-01
1.300264416000000e-05	1.417065e-01	-6.434954e-01
1.300264480000000e-05	1.417065e-01	-6.908750e-01
1.300264540000000e-05	1.417065e-01	-7.242938e-01
1.300264578400000e-05	1.417065e-01	-7.344709e-01
1.300264629600000e-05	1.417065e-01	-7.410040e-01
1.300264732000000e-05	1.417065e-01	-7.375003e-01
1.300264810000000e-05	1.417065e-01	-7.236709e-01
1.300264920000000e-05	1.417065e-01	-6.880163e-01
1.300264946400000e-05	1.417065e-01	-6.808689e-01
1.300264981600000e-05	1.417065e-01	-6.740845e-01
1.300265052000000e-05	1.417065e-01	-6.682467e-01
1.300265140000000e-05	1.417065e-01	-6.696854e-01
1.300265152000000e-05	1.417065e-01	-6.721465e-01
1.300265176000000e-05	1.417065e-01	-6.787933e-01
1.300265224000000e-05	1.417065e-01	-6.976014e-01
1.300265260000000e-05	1.417065e-01	-7.155286e-01
1.300265288800000e-05	1.417065e-01	-7.270327e-01
1.300265327200000e-05	1.417065e-01	-7.317901e-01
1.300265360000000e-05	1.417065e-01	-7.288627e-01
1.300265407142857e-05	1.417065e-01	-7.135773e-01
1.300265454285714e-05	1.417065e-01	-6.985805e-01
1.300265501428572e-05	1.417065e-01	-6.838724e-01
1.300265548571429e-05	1.417065e-01	-6.694530e-01
1.300265595714286e-05	1.417065e-01	-6.553223e-01
1.300265642857143e-05	1.417065e-01	-6.414802e-01
1.300265690000000e-05	1.417065e-01	-6.279269e-01
1.300265726000000e-05	1.417065e-01	-6.235834e-01
1.300265774000000e-05	1.417065e-01	-6.272712e-01
1.300265810000000e-05	1.417065e-01	-6.354722e-01
1.300265834000000e-05	1.417065e-01	-6.410781e-01
1.300265866000000e-05	1.417065e-01	-6.421990e-01
1.300265890000000e-05	1.417065e-01	-6.393859e-01
1.300265899000000e-05	1.417065e-01	-6.385199e-01
1.300265911000000e-05	1.417065e-01	-6.401907e-01
1.300265920000000e-05	1.417065e-01	-6.430749e-01
1.300265930628572e-05	1.417065e-01	-6.482992e-01
1.300265941257143e-05	1.417065e-01	-6.529865e-01
1.300265951885714e-05	1.417065e-01	-6.571369e-01
1.300265962514286e-05	1.417065e-01	-6.607504e-01
1.300265973142858e-05	1.417065e-01	-6.638269e-01
1.300265983771429e-05	1.417065e-01	-6.663664e-01
1.300265994400000e-05	1.417065e-01	-6.683691e-01
1.300266071200001e-05	1.417065e-01	-6.733858e-01
1.300266140000000e-05	1.417065e-01	-6.662619e-01
1.300266184285714e-05	1.417065e-01	-6.534384e-01
1.300266228571429e-05	1.417065e-01	-6.408366e-01
1.300266272857143e-05	1.417065e-01	-6.284564e-01
1.300266317142857e-05	1.417065e-01	-6.162979e-01
1.300266361428571e-05	1.417065e-01	-6.043610e-01
1.300266405714286e-05	1.417065e-01	-5.926459e-01
1.300266450000000e-05	1.417065e-01	-5.811523e-01
1.300266474000000e-05	1.417065e-01	-5.769796e-01
1.300266522000000e-05	1.417065e-01	-5.728257e-01
1.300266618000000e-05	1.417065e-01	-5.778195e-01
1.300266690000000e-05	1.417065e-01	-5.907117e-01
1.300266702000000e-05	1.417065e-01	-5.935787e-01
1.300266726000000e-05	1.417065e-01	-5.972221e-01
1.300266774000000e-05	1.417065e-01	-5.978235e-01
1.300266810000000e-05	1.417065e-01	-5.936419e-01
1.300266818000000e-05	1.417065e-01	-5.924791e-01
1.300266834000000e-05	1.417065e-01	-5.921584e-01
1.300266866000000e-05	1.417065e-01	-5.979447e-01
1.300266890000000e-05	1.417065e-01	-6.067500e-01
1.300266899000000e-05	1.417065e-01	-6.101326e-01
1.300266911000000e-05	1.417065e-01	-6.117075e-01
1.300266920000000e-05	1.417065e-01	-6.111943e-01
1.300267040000000e-05	1.417066e-01	-5.802686e-01
1.300267063040000e-05	1.417066e-01	-5.755616e-01
1.300267093760000e-05	1.417066e-01	-5.717486e-01
1.300267155200000e-05	1.417066e-01	-5.727382e-01
1.300267278080000e-05	1.417066e-01	-5.921610e-01
1.300267300000000e-05	1.417066e-01	-5.982873e-01
1.300267339000000e-05	1.417066e-01	-6.179371e-01
1.300267391000000e-05	1.417066e-01	-6.523106e-01
1.300267430000000e-05	1.417066e-01	-6.827741e-01
1.300267450000000e-05	1.417066e-01	-6.979240e-01
1.300267464400000e-05	1.417066e-01	-7.060695e-01
1.300267478800000e-05	1.417066e-01	-7.131948e-01
1.300267493200000e-05	1.417066e-01	-7.192999e-01
1.300267507600000e-05	1.417066e-01	-7.243848e-01
1.300267522000000e-05	1.417066e-01	-7.284495e-01
1.300267536400000e-05	1.417066e-01	-7.314940e-01
1.300267550800000e-05	1.417066e-01	-7.335183e-01
1.300267653200000e-05	1.417066e-01	-7.359725e-01
1.300267690000000e-05	1.417066e-01	-7.302303e-01
1.300267890000000e-05	1.417066e-01	-6.694679e-01
1.300267905000000e-05	1.417066e-01	-6.673106e-01
1.300267935000000e-05	1.417066e-01	-6.678114e-01
1.300267995000000e-05	1.417066e-01	-6.841822e-01
1.300268040000000e-05	1.417066e-01	-7.070898e-01
1.300268052000000e-05	1.417066e-01	-7.132704e-01
1.300268068000000e-05	1.417066e-01	-7.164719e-01
1.300268080000000e-05	1.417066e-01	-7.159663e-01
1.300268138057143e-05	1.417066e-01	-6.983268e-01
1.300268196114286e-05	1.417066e-01	-6.812634e-01
1.300268254171428e-05	1.417066e-01	-6.647760e-01
1.300268312228571e-05	1.417066e-01	-6.488648e-01
1.300268370285714e-05	1.417067e-01	-6.335297e-01
1.300268428342857e-05	1.417067e-01	-6.187706e-01
1.300268486400000e-05	1.417067e-01	-6.045876e-01
1.300268896000000e-05	1.417067e-01	-5.101440e-01
1.300269040000000e-05	1.417067e-01	-4.800861e-01
1.300269044000000e-05	1.417067e-01	-4.802199e-01
1.300269052000000e-05	1.417067e-01	-4.824900e-01
1.300269068000000e-05	1.417067e-01	-4.934667e-01
1.300269080000000e-05	1.417067e-01	-5.061822e-01
1.300269102400000e-05	1.417067e-01	-5.380616e-01
1.300269128000000e-05	1.417067e-01	-5.720015e-01
1.300269179200000e-05	1.417067e-01	-6.320301e-01
1.300269281600000e-05	1.417067e-01	-7.221006e-01
1.300269486400000e-05	1.417068e-01	-8.425955e-01
1.300269520000000e-05	1.417068e-01	-8.540998e-01
1.300269539000000e-05	1.417068e-01	-8.572853e-01
1.300269577000000e-05	1.417068e-01	-8.643756e-01
1.300269653000000e-05	1.417068e-01	-8.808466e-01
1.300269710000000e-05	1.417068e-01	-8.947799e-01
1.300269725200000e-05	1.417068e-01	-8.982419e-01
1.300269755600000e-05	1.417068e-01	-9.035842e-01
1.300269816400000e-05	1.417068e-01	-9.067198e-01
1.300269938000000e-05	1.417068e-01	-8.941175e-01
1.300270010000000e-05	1.417068e-01	-8.768763e-01
1.300270180240000e-05	1.417069e-01	-8.161232e-01
1.300270374800000e-05	1.417069e-01	-7.536182e-01
1.300270710000000e-05	1.417069e-01	-6.542263e-01
1.300270740000000e-05	1.417069e-01	-6.520330e-01
1.300270800000000e-05	1.417069e-01	-6.601657e-01
1.300270920000000e-05	1.417070e-01	-7.160153e-01
1.300271010000000e-05	1.417070e-01	-7.850185e-01
1.300271033211916e-05	1.417070e-01	-8.083355e-01
1.300271079635748e-05	1.417070e-01	-8.504630e-01
1.300271172483412e-05	1.417070e-01	-9.134827e-01
1.300271358178740e-05	1.417070e-01	-9.715970e-01
1.300271610000000e-05	1.417071e-01	-9.688172e-01
1.300271721417197e-05	1.417071e-01	-9.248593e-01
1.300271869973459e-05	1.417071e-01	-8.698185e-01
1.300272050000000e-05	1.417072e-01	-8.064764e-01
1.300272079711252e-05	1.417072e-01	-8.000227e-01
1.300272139133757e-05	1.417072e-01	-7.943811e-01
1.300272257978767e-05	1.417072e-01	-8.170070e-01
1.300272495668787e-05	1.417072e-01	-9.417075e-01
1.300272610000000e-05	1.417072e-01	-1.034338e+00
1.300272742000000e-05	1.417073e-01	-1.173167e+00
1.300273050000000e-05	1.417073e-01	-1.483002e+00
1.300273062000000e-05	1.417073e-01	-1.490010e+00
1.300273078000000e-05	1.417073e-01	-1.491792e+00
1.300273090000000e-05	1.417073e-01	-1.488767e+00
1.300273206571429e-05	1.417074e-01	-1.416705e+00
1.300273323142857e-05	1.417074e-01	-1.347995e+00
1.300273439714286e-05	1.417074e-01	-1.282639e+00
1.300273556285714e-05	1.417074e-01	-1.220636e+00
1.300273672857143e-05	1.417075e-01	-1.161986e+00
1.300273789428571e-05	1.417075e-01	-1.106689e+00
1.300273906000000e-05	1.417075e-01	-1.054746e+00
1.300274050000000e-05	1.417075e-01	-9.913666e-01
1.300274062000000e-05	1.417075e-01	-9.899316e-01
1.300274078000000e-05	1.417075e-01	-9.936138e-01
1.300274090000000e-05	1.417076e-01	-9.996030e-01
1.300274148057143e-05	1.417076e-01	-1.044416e+00
1.300274206114286e-05	1.417076e-01	-1.087009e+00
1.300274264171429e-05	1.417076e-01	-1.127383e+00
1.300274322228571e-05	1.417076e-01	-1.165536e+00
1.300274380285714e-05	1.417076e-01	-1.201469e+00
1.300274438342857e-05	1.417076e-01	-1.235181e+00
1.300274496400000e-05	1.417076e-01	-1.266674e+00
1.300274910000000e-05	1.417077e-01	-1.475071e+00
1.300274934000003e-05	1.417077e-01	-1.481770e+00
1.300274966000006e-05	1.417077e-01	-1.484643e+00
1.300275030000013e-05	1.417078e-01	-1.475016e+00
1.300275090000000e-05	1.417078e-01	-1.453076e+00
1.300275205200013e-05	1.417078e-01	-1.385910e+00
1.300275320400025e-05	1.417078e-01	-1.322052e+00
1.300275435600038e-05	1.417079e-01	-1.261501e+00
1.300275550800050e-05	1.417079e-01	-1.204258e+00
1.300275666000063e-05	1.417079e-01	-1.150322e+00
1.300275781200076e-05	1.417080e-01	-1.099694e+00
1.300275896400088e-05	1.417080e-01	-1.052373e+00
1.300276220000000e-05	1.417081e-01	-9.233466e-01
1.300276301920009e-05	1.417081e-01	-9.056681e-01
1.300276465760027e-05	1.417081e-01	-8.924029e-01
1.300276793440063e-05	1.417082e-01	-9.465397e-01
1.300277220000000e-05	1.417084e-01	-1.110424e+00
1.300277267732551e-05	1.417084e-01	-1.137027e+00
1.300277363197654e-05	1.417084e-01	-1.181497e+00
1.300277554127858e-05	1.417084e-01	-1.230804e+00
