time	V(compout)
2.633785714285715e-09	1.417064e-01
2.634342857142857e-09	1.417064e-01
2.634900000000000e-09	1.417064e-01
2.642700000000000e-09	1.417064e-01
2.643500000000000e-09	1.417064e-01
2.644600000000000e-09	1.417064e-01
2.648800000000000e-09	1.417064e-01
2.649714285714286e-09	1.417064e-01
2.650628571428572e-09	1.417064e-01
2.651542857142857e-09	1.417064e-01
2.652457142857143e-09	1.417064e-01
2.653371428571429e-09	1.417064e-01
2.654285714285714e-09	1.417064e-01
2.655200000000000e-09	1.417064e-01
2.659600000000000e-09	1.417064e-01
2.662064000000000e-09	1.417064e-01
2.664880000000000e-09	1.417064e-01
2.667200000000000e-09	1.417064e-01
2.669400000000000e-09	1.417064e-01
2.671600000000000e-09	1.417064e-01
2.673800000000000e-09	1.417064e-01
2.676000000000000e-09	1.417064e-01
2.678200000000000e-09	1.417064e-01
2.680400000000000e-09	1.417064e-01
2.682600000000000e-09	1.417064e-01
2.683500000000000e-09	1.417064e-01
2.685000000000000e-09	1.417064e-01
2.686542857142857e-09	1.417064e-01
2.688085714285714e-09	1.417064e-01
2.689628571428572e-09	1.417064e-01
2.691171428571429e-09	1.417064e-01
2.692714285714286e-09	1.417064e-01
2.694257142857143e-09	1.417064e-01
2.695800000000000e-09	1.417064e-01
2.700960959999999e-09	1.417064e-01
2.706859199999998e-09	1.417065e-01
2.715800000000000e-09	1.417065e-01
2.737202185142854e-09	1.417065e-01
2.758604370285708e-09	1.417066e-01
2.780006555428562e-09	1.417069e-01
2.801408740571415e-09	1.417072e-01
2.822810925714270e-09	1.417076e-01
2.844213110857123e-09	1.417082e-01
2.865615295999977e-09	1.417089e-01
3.016610239999954e-09	1.417165e-01
3.213999664183746e-09	1.417355e-01
3.420910404878278e-09	1.417840e-01
3.657853565833217e-09	1.419357e-01
3.929853481291627e-09	1.423223e-01
4.271325606200943e-09	1.431485e-01
4.491064148386855e-09	1.465384e-01
4.617376334899108e-09	1.581497e-01
4.713454401176988e-09	1.855914e-01
4.831724227152301e-09	2.518117e-01
4.973100429842664e-09	3.806416e-01
5.167106684486657e-09	6.582277e-01
5.467992777212404e-09	1.268022e+00
5.781637699187421e-09	2.031272e+00
5.938705668204899e-09	2.408746e+00
6.069531047411767e-09	2.660895e+00
6.238193849515996e-09	2.884973e+00
6.411969966500306e-09	3.029501e+00
6.548789054817962e-09	3.092667e+00
6.670823251607918e-09	3.120903e+00
6.809773278776335e-09	3.136524e+00
6.942364620830151e-09	3.143514e+00
7.109734708321289e-09	3.147480e+00
7.306398354166731e-09	3.149822e+00
7.607726884094235e-09	3.151802e+00
8.055531841831196e-09	3.153535e+00
8.887438602738866e-09	3.155231e+00
9.887438602738866e-09	3.156007e+00
1.088743860273887e-08	3.156143e+00
1.188743860273887e-08	3.156146e+00
1.288743860273887e-08	3.156145e+00
1.388743860273887e-08	3.156144e+00
1.488743860273887e-08	3.156143e+00
1.588743860273887e-08	3.156140e+00
1.688743860273887e-08	3.156135e+00
1.788743860273887e-08	3.156111e+00
1.888743860273887e-08	3.155847e+00
1.988743860273887e-08	3.154915e+00
2.026719840685356e-08	3.140368e+00
2.044811231453523e-08	3.094423e+00
2.055773837496993e-08	3.016735e+00
2.067421446370151e-08	2.884407e+00
2.080579564908474e-08	2.704033e+00
2.094069542163620e-08	2.500366e+00
2.121049496673912e-08	2.074695e+00
2.147163823361339e-08	1.662181e+00
2.172707933196489e-08	1.274395e+00
2.200602635451192e-08	8.816902e-01
2.219871291986353e-08	6.375843e-01
2.248100873906110e-08	3.256104e-01
2.260304796007967e-08	2.239019e-01
2.271179072949070e-08	1.709557e-01
2.280907996867271e-08	1.498315e-01
2.291162167676686e-08	1.438984e-01
2.299534722420088e-08	1.431968e-01
2.326441891130272e-08	1.426172e-01
2.396873921802066e-08	1.419156e-01
2.472563614912661e-08	1.417464e-01
2.572563614912661e-08	1.417138e-01
2.672563614912661e-08	1.417079e-01
2.772563614912661e-08	1.417065e-01
2.872563614912661e-08	1.417063e-01
2.972563614912661e-08	1.417062e-01
3.072563614912661e-08	1.417062e-01
3.172563614912661e-08	1.417062e-01
3.272563614912661e-08	1.417062e-01
3.372563614912661e-08	1.417062e-01
3.472563614912661e-08	1.417062e-01
3.572563614912662e-08	1.417062e-01
3.672563614912662e-08	1.417062e-01
3.772563614912662e-08	1.417062e-01
3.872563614912662e-08	1.417062e-01
3.972563614912663e-08	1.417062e-01
4.072563614912663e-08	1.417062e-01
4.172563614912663e-08	1.417062e-01
4.272563614912663e-08	1.417062e-01
4.372563614912664e-08	1.417062e-01
4.472563614912664e-08	1.417062e-01
4.572563614912664e-08	1.417062e-01
4.672563614912664e-08	1.417062e-01
4.772563614912665e-08	1.417062e-01
4.872563614912665e-08	1.417063e-01
4.972563614912665e-08	1.417063e-01
5.072563614912665e-08	1.417063e-01
5.172563614912665e-08	1.417063e-01
5.272563614912666e-08	1.417063e-01
5.372563614912666e-08	1.417064e-01
5.472563614912666e-08	1.417064e-01
5.572563614912666e-08	1.417064e-01
5.672563614912667e-08	1.417065e-01
5.772563614912667e-08	1.417065e-01
5.872563614912667e-08	1.417065e-01
5.972563614912667e-08	1.417066e-01
6.072563614912666e-08	1.417066e-01
6.172563614912666e-08	1.417066e-01
6.272563614912665e-08	1.417066e-01
6.372563614912665e-08	1.417067e-01
6.472563614912665e-08	1.417067e-01
6.572563614912664e-08	1.417067e-01
6.672563614912664e-08	1.417067e-01
6.772563614912663e-08	1.417067e-01
6.872563614912663e-08	1.417067e-01
6.972563614912662e-08	1.417067e-01
7.072563614912662e-08	1.417067e-01
7.172563614912662e-08	1.417067e-01
7.272563614912661e-08	1.417067e-01
7.372563614912661e-08	1.417067e-01
7.472563614912660e-08	1.417067e-01
7.572563614912660e-08	1.417067e-01
7.672563614912659e-08	1.417066e-01
7.772563614912659e-08	1.417066e-01
7.872563614912659e-08	1.417066e-01
7.972563614912658e-08	1.417066e-01
8.072563614912658e-08	1.417066e-01
8.172563614912657e-08	1.417066e-01
8.272563614912657e-08	1.417066e-01
8.372563614912656e-08	1.417065e-01
8.472563614912656e-08	1.417065e-01
8.572563614912656e-08	1.417065e-01
8.672563614912655e-08	1.417065e-01
8.772563614912655e-08	1.417065e-01
8.872563614912654e-08	1.417065e-01
9.072563614912653e-08	1.417065e-01
9.372563614912652e-08	1.417064e-01
9.572563614912651e-08	1.417064e-01
9.672563614912651e-08	1.417064e-01
9.772563614912650e-08	1.417064e-01
9.872563614912650e-08	1.417064e-01
9.972563614912650e-08	1.417064e-01
1.007256361491265e-07	1.417064e-01
1.017256361491265e-07	1.417064e-01
1.027256361491265e-07	1.417064e-01
1.037256361491265e-07	1.417064e-01
1.047256361491265e-07	1.417064e-01
1.057256361491265e-07	1.417064e-01
1.067256361491265e-07	1.417064e-01
1.077256361491265e-07	1.417064e-01
1.087256361491265e-07	1.417064e-01
1.097256361491265e-07	1.417064e-01
1.107256361491264e-07	1.417064e-01
1.117256361491264e-07	1.417064e-01
1.127256361491264e-07	1.417064e-01
1.137256361491264e-07	1.417064e-01
1.147256361491264e-07	1.417064e-01
1.157256361491264e-07	1.417064e-01
1.167256361491264e-07	1.417064e-01
1.177256361491264e-07	1.417064e-01
1.187256361491264e-07	1.417064e-01
1.197256361491264e-07	1.417064e-01
1.207256361491264e-07	1.417064e-01
1.227256361491264e-07	1.417065e-01
1.257256361491264e-07	1.417065e-01
1.287256361491264e-07	1.417065e-01
1.297256361491264e-07	1.417065e-01
1.307256361491264e-07	1.417065e-01
1.317256361491264e-07	1.417065e-01
1.327256361491264e-07	1.417065e-01
1.337256361491264e-07	1.417065e-01
1.347256361491264e-07	1.417065e-01
1.357256361491264e-07	1.417065e-01
1.367256361491264e-07	1.417065e-01
1.377256361491263e-07	1.417065e-01
1.387256361491263e-07	1.417065e-01
1.397256361491263e-07	1.417065e-01
1.407256361491263e-07	1.417065e-01
1.417256361491263e-07	1.417065e-01
1.427256361491263e-07	1.417065e-01
1.437256361491263e-07	1.417065e-01
1.447256361491263e-07	1.417065e-01
1.457256361491263e-07	1.417065e-01
1.467256361491263e-07	1.417065e-01
1.477256361491263e-07	1.417065e-01
1.487256361491263e-07	1.417065e-01
1.497256361491263e-07	1.417065e-01
1.507256361491263e-07	1.417064e-01
1.517256361491263e-07	1.417064e-01
1.527256361491263e-07	1.417064e-01
1.537256361491263e-07	1.417065e-01
1.547256361491263e-07	1.417065e-01
1.557256361491263e-07	1.417065e-01
1.567256361491263e-07	1.417065e-01
1.587256361491263e-07	1.417065e-01
1.595827790062691e-07	1.417065e-01
1.604399218634120e-07	1.417065e-01
1.612970647205548e-07	1.417065e-01
1.621542075776977e-07	1.417065e-01
1.630113504348405e-07	1.417064e-01
1.638684932919834e-07	1.417064e-01
1.647256361491262e-07	1.417064e-01
1.657256361491262e-07	1.417064e-01
1.667256361491262e-07	1.417064e-01
1.677256361491262e-07	1.417064e-01
1.687256361491262e-07	1.417064e-01
1.697256361491262e-07	1.417064e-01
1.707256361491262e-07	1.417065e-01
1.717256361491262e-07	1.417065e-01
1.727256361491262e-07	1.417065e-01
1.737256361491262e-07	1.417065e-01
1.747256361491262e-07	1.417065e-01
1.757256361491262e-07	1.417065e-01
1.767256361491262e-07	1.417065e-01
1.777256361491262e-07	1.417065e-01
1.787256361491262e-07	1.417065e-01
1.797256361491262e-07	1.417065e-01
1.807256361491262e-07	1.417064e-01
1.817256361491262e-07	1.417064e-01
1.837256361491261e-07	1.417064e-01
1.857256361491261e-07	1.417064e-01
1.877256361491261e-07	1.417065e-01
1.907256361491261e-07	1.417064e-01
1.918684932919833e-07	1.417064e-01
1.930113504348404e-07	1.417064e-01
1.941542075776975e-07	1.417065e-01
1.952970647205547e-07	1.417065e-01
1.964399218634118e-07	1.417065e-01
1.975827790062689e-07	1.417065e-01
1.987256361491261e-07	1.417065e-01
2.007256361491261e-07	1.417064e-01
2.027256361491261e-07	1.417064e-01
2.047256361491261e-07	1.417065e-01
2.067256361491261e-07	1.417065e-01
2.087256361491260e-07	1.417065e-01
2.107256361491260e-07	1.417065e-01
2.127256361491260e-07	1.417065e-01
2.147256361491260e-07	1.417065e-01
2.177256361491260e-07	1.417065e-01
2.207256361491260e-07	1.417064e-01
2.222970647205546e-07	1.417064e-01
2.238684932919831e-07	1.417064e-01
2.254399218634117e-07	1.417064e-01
2.270113504348402e-07	1.417064e-01
2.285827790062688e-07	1.417064e-01
2.301542075776974e-07	1.417064e-01
2.317256361491259e-07	1.417065e-01
2.345827790062688e-07	1.417064e-01
2.374399218634118e-07	1.417064e-01
2.402970647205546e-07	1.417064e-01
2.431542075776976e-07	1.417064e-01
2.460113504348404e-07	1.417064e-01
2.488684932919833e-07	1.417064e-01
2.517256361491262e-07	1.417064e-01
2.541542075776977e-07	1.417064e-01
2.565827790062692e-07	1.417064e-01
2.590113504348407e-07	1.417064e-01
2.614399218634122e-07	1.417064e-01
2.638684932919837e-07	1.417064e-01
2.662970647205551e-07	1.417064e-01
2.687256361491266e-07	1.417064e-01
2.721542075776981e-07	1.417064e-01
2.755827790062696e-07	1.417064e-01
2.790113504348411e-07	1.417064e-01
2.824399218634126e-07	1.417064e-01
2.858684932919842e-07	1.417064e-01
2.892970647205556e-07	1.417064e-01
2.927256361491271e-07	1.417064e-01
2.985827790062701e-07	1.417064e-01
3.044399218634131e-07	1.417064e-01
3.102970647205561e-07	1.417064e-01
3.161542075776991e-07	1.417064e-01
3.220113504348421e-07	1.417064e-01
3.278684932919851e-07	1.417064e-01
3.337256361491280e-07	1.417064e-01
3.974399218634129e-07	1.417064e-01
4.611542075776978e-07	1.417064e-01
5.248684932919826e-07	1.417064e-01
5.885827790062675e-07	1.417064e-01
6.522970647205523e-07	1.417064e-01
7.160113504348372e-07	1.417064e-01
7.797256361491219e-07	1.417064e-01
7.807256361491219e-07	1.417064e-01
1.002787000000000e-06	1.417063e-01
1.002787340824149e-06	1.417064e-01
1.002788022472446e-06	1.417064e-01
1.002789154912924e-06	1.417064e-01
1.002790335753537e-06	1.417064e-01
1.002792697434762e-06	1.417064e-01
1.002797420797212e-06	1.417064e-01
1.002807000000000e-06	1.417064e-01
1.002810714285714e-06	1.417064e-01
1.002814428571429e-06	1.417064e-01
1.002818142857143e-06	1.417064e-01
1.002821857142857e-06	1.417064e-01
1.002825571428571e-06	1.417064e-01
1.002829285714286e-06	1.417064e-01
1.002833000000000e-06	1.417064e-01
1.002836800000000e-06	1.417064e-01
1.002839228571429e-06	1.417064e-01
1.002841657142857e-06	1.417064e-01
1.002844085714286e-06	1.417064e-01
1.002846514285714e-06	1.417064e-01
1.002848942857143e-06	1.417064e-01
1.002851371428571e-06	1.417064e-01
1.002853800000000e-06	1.417064e-01
1.002855660000000e-06	1.417064e-01
1.002858140000000e-06	1.417064e-01
1.002860000000000e-06	1.417064e-01
1.002863472000000e-06	1.417064e-01
1.002867440000000e-06	1.417064e-01
1.002874700000000e-06	1.417064e-01
1.002876530000000e-06	1.417064e-01
1.002878970000000e-06	1.417064e-01
1.002880800000000e-06	1.417064e-01
1.002882270000000e-06	1.417064e-01
1.002882900000000e-06	1.417064e-01
1.002885257142857e-06	1.417064e-01
1.002887614285714e-06	1.417064e-01
1.002889971428571e-06	1.417064e-01
1.002892328571429e-06	1.417064e-01
1.002894685714286e-06	1.417064e-01
1.002897042857143e-06	1.417064e-01
1.002899400000000e-06	1.417064e-01
1.002902625600000e-06	1.417064e-01
1.002906926400000e-06	1.417064e-01
1.002915900000000e-06	1.417064e-01
1.002921900000000e-06	1.417064e-01
1.002922100000000e-06	1.417064e-01
1.002923514285714e-06	1.417064e-01
1.002924928571429e-06	1.417064e-01
1.002926342857143e-06	1.417064e-01
1.002927757142857e-06	1.417064e-01
1.002929171428571e-06	1.417064e-01
1.002930585714286e-06	1.417064e-01
1.002932000000000e-06	1.417065e-01
1.002934457600001e-06	1.417065e-01
1.002937734400003e-06	1.417065e-01
1.002944288000006e-06	1.417065e-01
1.002952000000000e-06	1.417065e-01
1.002975780205725e-06	1.417066e-01
1.002999560411450e-06	1.417068e-01
1.003023340617175e-06	1.417072e-01
1.003047120822900e-06	1.417078e-01
1.003070901028625e-06	1.417085e-01
1.003094681234350e-06	1.417093e-01
1.003118461440075e-06	1.417103e-01
1.003286233600151e-06	1.417205e-01
1.003456674167392e-06	1.417400e-01
1.003673781458892e-06	1.418000e-01
1.003895537674416e-06	1.419653e-01
1.004187657839832e-06	1.424196e-01
1.004510947809732e-06	1.432396e-01
1.004695759520351e-06	1.456510e-01
1.004810233412484e-06	1.544293e-01
1.004900024190013e-06	1.768294e-01
1.005013775840233e-06	2.337111e-01
1.005142565773606e-06	3.391380e-01
1.005318900719824e-06	5.683102e-01
1.005606171271021e-06	1.117133e+00
1.005960931612849e-06	1.963598e+00
1.006122433294122e-06	2.357580e+00
1.006250045721686e-06	2.614420e+00
1.006423357808790e-06	2.863363e+00
1.006566574394776e-06	2.999279e+00
1.006689703737587e-06	3.068722e+00
1.006813951071127e-06	3.108165e+00
1.006941354260924e-06	3.129357e+00
1.007078561168918e-06	3.140336e+00
1.007222900470219e-06	3.145622e+00
1.007635485671558e-06	3.150758e+00
1.007991407279988e-06	3.152595e+00
1.008583429785373e-06	3.154328e+00
1.009583429785373e-06	3.155705e+00
1.010583429785373e-06	3.156118e+00
1.011583429785373e-06	3.156148e+00
1.012583429785373e-06	3.156146e+00
1.013583429785373e-06	3.156146e+00
1.014583429785373e-06	3.156145e+00
1.015583429785373e-06	3.156145e+00
1.016583429785373e-06	3.156143e+00
1.017583429785373e-06	3.156139e+00
1.018583429785373e-06	3.156128e+00
1.019583429785373e-06	3.156037e+00
1.020583429785374e-06	3.155604e+00
1.021112740301583e-06	3.154894e+00
1.021417686749269e-06	3.145082e+00
1.021596071889644e-06	3.109438e+00
1.021692936452655e-06	3.049596e+00
1.021801497750832e-06	2.933916e+00
1.021925328175346e-06	2.769901e+00
1.022040139683942e-06	2.598922e+00
1.022269762701134e-06	2.235150e+00
1.022515810213397e-06	1.839547e+00
1.022753719427647e-06	1.464885e+00
1.023043166064673e-06	1.035124e+00
1.023269521086489e-06	7.289745e-01
1.023541546584605e-06	4.039081e-01
1.023695630893984e-06	2.566760e-01
1.023805021045675e-06	1.891786e-01
1.023916275107457e-06	1.553250e-01
1.024019262736328e-06	1.447934e-01
1.024095235427403e-06	1.433868e-01
1.024325731553392e-06	1.427944e-01
1.024602582874587e-06	1.423717e-01
1.025122186081959e-06	1.419556e-01
1.026059022320614e-06	1.417413e-01
1.027059022320614e-06	1.417120e-01
1.028059022320614e-06	1.417071e-01
1.029059022320614e-06	1.417057e-01
1.030059022320615e-06	1.417058e-01
1.031059022320615e-06	1.417060e-01
1.032059022320615e-06	1.417061e-01
1.033059022320615e-06	1.417061e-01
1.034059022320615e-06	1.417062e-01
1.035059022320615e-06	1.417061e-01
1.036059022320615e-06	1.417062e-01
1.037059022320615e-06	1.417062e-01
1.038059022320615e-06	1.417062e-01
1.039059022320615e-06	1.417062e-01
1.040059022320615e-06	1.417062e-01
1.041059022320615e-06	1.417062e-01
1.042059022320615e-06	1.417062e-01
1.043059022320616e-06	1.417062e-01
1.044059022320616e-06	1.417062e-01
1.045059022320616e-06	1.417062e-01
1.046059022320616e-06	1.417062e-01
1.047059022320616e-06	1.417062e-01
1.048059022320616e-06	1.417062e-01
1.049059022320616e-06	1.417062e-01
1.050059022320616e-06	1.417063e-01
1.051059022320616e-06	1.417063e-01
1.052059022320616e-06	1.417063e-01
1.053059022320616e-06	1.417063e-01
1.054059022320616e-06	1.417063e-01
1.055059022320616e-06	1.417064e-01
1.056059022320617e-06	1.417064e-01
1.057059022320617e-06	1.417065e-01
1.058059022320617e-06	1.417065e-01
1.059059022320617e-06	1.417066e-01
1.060059022320617e-06	1.417066e-01
1.061059022320617e-06	1.417066e-01
1.062059022320617e-06	1.417067e-01
1.063059022320617e-06	1.417067e-01
1.064059022320617e-06	1.417067e-01
1.065059022320617e-06	1.417068e-01
1.066059022320617e-06	1.417068e-01
1.067059022320617e-06	1.417068e-01
1.068059022320617e-06	1.417068e-01
1.069059022320617e-06	1.417068e-01
1.070059022320618e-06	1.417068e-01
1.071059022320618e-06	1.417068e-01
1.072059022320618e-06	1.417068e-01
1.073059022320618e-06	1.417068e-01
1.074059022320618e-06	1.417068e-01
1.075059022320618e-06	1.417068e-01
1.076059022320618e-06	1.417067e-01
1.077059022320618e-06	1.417067e-01
1.078059022320618e-06	1.417067e-01
1.079059022320618e-06	1.417067e-01
1.080059022320618e-06	1.417066e-01
1.081059022320618e-06	1.417066e-01
1.082059022320618e-06	1.417066e-01
1.083059022320619e-06	1.417066e-01
1.084059022320619e-06	1.417066e-01
1.085059022320619e-06	1.417065e-01
1.086059022320619e-06	1.417065e-01
1.087059022320619e-06	1.417065e-01
1.088059022320619e-06	1.417065e-01
1.089059022320619e-06	1.417065e-01
1.091059022320619e-06	1.417065e-01
1.093059022320619e-06	1.417064e-01
1.095059022320619e-06	1.417064e-01
1.096059022320620e-06	1.417064e-01
1.097059022320620e-06	1.417064e-01
1.098059022320620e-06	1.417064e-01
1.099059022320620e-06	1.417064e-01
1.100059022320620e-06	1.417064e-01
1.101059022320620e-06	1.417064e-01
1.102059022320620e-06	1.417064e-01
1.103059022320620e-06	1.417064e-01
1.104059022320620e-06	1.417064e-01
1.105059022320620e-06	1.417064e-01
1.106059022320620e-06	1.417064e-01
1.107059022320620e-06	1.417064e-01
1.108059022320620e-06	1.417064e-01
1.109059022320621e-06	1.417064e-01
1.110059022320621e-06	1.417064e-01
1.111059022320621e-06	1.417064e-01
1.112059022320621e-06	1.417064e-01
1.113059022320621e-06	1.417064e-01
1.114059022320621e-06	1.417064e-01
1.115059022320621e-06	1.417064e-01
1.116059022320621e-06	1.417064e-01
1.117059022320621e-06	1.417064e-01
1.118059022320621e-06	1.417064e-01
1.119059022320621e-06	1.417064e-01
1.120059022320621e-06	1.417064e-01
1.121059022320621e-06	1.417064e-01
1.123059022320622e-06	1.417065e-01
1.126059022320622e-06	1.417065e-01
1.129059022320622e-06	1.417065e-01
1.130059022320622e-06	1.417065e-01
1.131059022320622e-06	1.417065e-01
1.132059022320622e-06	1.417065e-01
1.133059022320622e-06	1.417065e-01
1.134059022320622e-06	1.417065e-01
1.135059022320622e-06	1.417065e-01
1.136059022320623e-06	1.417065e-01
1.137059022320623e-06	1.417065e-01
1.138059022320623e-06	1.417065e-01
1.139059022320623e-06	1.417065e-01
1.140059022320623e-06	1.417065e-01
1.141059022320623e-06	1.417065e-01
1.142059022320623e-06	1.417065e-01
1.143059022320623e-06	1.417065e-01
1.144059022320623e-06	1.417065e-01
1.145059022320623e-06	1.417065e-01
1.146059022320623e-06	1.417065e-01
1.147059022320623e-06	1.417065e-01
1.148059022320623e-06	1.417065e-01
1.149059022320624e-06	1.417065e-01
1.150059022320624e-06	1.417065e-01
1.151059022320624e-06	1.417064e-01
1.152059022320624e-06	1.417065e-01
1.153059022320624e-06	1.417065e-01
1.154059022320624e-06	1.417065e-01
1.155059022320624e-06	1.417065e-01
1.156059022320624e-06	1.417065e-01
1.157059022320624e-06	1.417065e-01
1.158059022320624e-06	1.417065e-01
1.158773308034910e-06	1.417065e-01
1.159487593749196e-06	1.417065e-01
1.160201879463481e-06	1.417065e-01
1.160916165177767e-06	1.417065e-01
1.161630450892053e-06	1.417065e-01
1.162344736606339e-06	1.417065e-01
1.163059022320625e-06	1.417065e-01
1.164059022320625e-06	1.417065e-01
1.165059022320625e-06	1.417065e-01
1.166059022320625e-06	1.417065e-01
1.167059022320625e-06	1.417065e-01
1.168059022320625e-06	1.417065e-01
1.169059022320625e-06	1.417065e-01
1.170059022320625e-06	1.417065e-01
1.171059022320625e-06	1.417065e-01
1.172059022320625e-06	1.417065e-01
1.173059022320625e-06	1.417065e-01
1.174059022320625e-06	1.417065e-01
1.175059022320625e-06	1.417065e-01
1.176059022320626e-06	1.417065e-01
1.177059022320626e-06	1.417065e-01
1.178059022320626e-06	1.417065e-01
1.179059022320626e-06	1.417065e-01
1.180059022320626e-06	1.417065e-01
1.181059022320626e-06	1.417065e-01
1.182059022320626e-06	1.417065e-01
1.183059022320626e-06	1.417065e-01
1.185059022320626e-06	1.417065e-01
1.187059022320626e-06	1.417065e-01
1.190059022320627e-06	1.417064e-01
1.191201879463484e-06	1.417064e-01
1.192344736606341e-06	1.417064e-01
1.193487593749198e-06	1.417064e-01
1.194630450892056e-06	1.417065e-01
1.195773308034913e-06	1.417065e-01
1.196916165177770e-06	1.417065e-01
1.198059022320627e-06	1.417065e-01
1.200059022320627e-06	1.417065e-01
1.201059022320627e-06	1.417065e-01
1.202059022320627e-06	1.417065e-01
1.203059022320628e-06	1.417065e-01
1.205059022320628e-06	1.417065e-01
1.207059022320628e-06	1.417065e-01
1.209059022320628e-06	1.417065e-01
1.211059022320628e-06	1.417065e-01
1.213059022320628e-06	1.417065e-01
1.215059022320628e-06	1.417065e-01
1.218059022320629e-06	1.417065e-01
1.221059022320629e-06	1.417065e-01
1.222630450892058e-06	1.417065e-01
1.224201879463486e-06	1.417065e-01
1.225773308034915e-06	1.417065e-01
1.227344736606344e-06	1.417065e-01
1.228916165177772e-06	1.417064e-01
1.230487593749201e-06	1.417064e-01
1.232059022320630e-06	1.417064e-01
1.235059022320630e-06	1.417065e-01
1.238059022320630e-06	1.417065e-01
1.241059022320630e-06	1.417065e-01
1.244059022320631e-06	1.417065e-01
1.246059022320631e-06	1.417064e-01
1.248059022320631e-06	1.417064e-01
1.250059022320631e-06	1.417064e-01
1.252059022320631e-06	1.417064e-01
1.254059022320631e-06	1.417064e-01
1.256059022320632e-06	1.417064e-01
1.258059022320632e-06	1.417065e-01
1.262630450892061e-06	1.417065e-01
1.267201879463489e-06	1.417065e-01
1.271773308034919e-06	1.417065e-01
1.276344736606347e-06	1.417065e-01
1.280916165177776e-06	1.417064e-01
1.285487593749205e-06	1.417064e-01
1.290059022320634e-06	1.417064e-01
1.295916165177777e-06	1.417064e-01
1.301773308034921e-06	1.417064e-01
1.307630450892064e-06	1.417064e-01
1.313487593749207e-06	1.417064e-01
1.319344736606351e-06	1.417064e-01
1.325201879463494e-06	1.417064e-01
1.331059022320637e-06	1.417064e-01
1.339916165177781e-06	1.417064e-01
1.348773308034924e-06	1.417064e-01
1.357630450892068e-06	1.417064e-01
1.366487593749211e-06	1.417064e-01
1.375344736606355e-06	1.417064e-01
1.384201879463498e-06	1.417064e-01
1.393059022320642e-06	1.417064e-01
1.434059022320645e-06	1.417064e-01
1.475059022320648e-06	1.417064e-01
1.516059022320651e-06	1.417064e-01
1.557059022320654e-06	1.417064e-01
1.598059022320657e-06	1.417064e-01
1.639059022320660e-06	1.417064e-01
1.680059022320663e-06	1.417064e-01
1.681059022320663e-06	1.417064e-01
1.727068661989140e-06	1.417065e-01
1.773078301657617e-06	1.417065e-01
