,T4_prop_dist,T4_endpoint_dist,T4_prop_times,T4_interactions
0,22.460862841842612,22.359191748826365,749.2148837141289,7
1,23.845584235911588,22.359059219229046,795.4042881701843,4
2,24.010801480754534,22.359040843701862,800.9153506682811,5
3,27.553896338595266,22.358994881521276,919.1004542681347,8
4,25.05850670779688,22.358956144326505,835.8630886680392,4
5,23.283724618570353,22.358774961695172,776.662640049446,5
6,22.51822607134173,22.358718237075475,751.1283180118792,3
7,22.80068899300343,22.35866948909397,760.5502812951456,3
8,22.138504287471648,22.35866441182115,738.4621433351006,5
9,22.807437809782286,22.358354290676516,760.7753979353113,4
10,21.26963347721283,22.358330261802642,709.4796884911149,5
11,21.105303333196474,22.358285254038286,703.9982165366812,3
12,23.867739914590423,22.35828454878851,796.1433231904261,3
13,24.80013828119448,22.35821614587971,827.2448324569862,9
14,26.458903134974328,22.358114052557454,882.5753567464885,10
15,23.7734122499671,22.358113420582164,792.9968861733169,4
16,24.48390582915129,22.357958818918032,816.6964371681462,6
17,21.784756812859282,22.35780542001219,726.6623796785532,3
18,22.75988484992195,22.35779883850413,759.1891995090579,4
19,24.10155540275329,22.357752142174192,803.942580280771,5
20,23.922662515139553,22.357681323082797,797.9753467450616,6
21,23.67096760249402,22.35756392149051,789.5796953385687,4
22,24.28373956468438,22.35752877508366,810.0195990781735,11
23,24.428830262147613,22.357512635245183,814.8593111940149,3
24,23.464186572692928,22.35750368417437,782.6822120901468,3
25,23.630534741676957,22.35747868385512,788.2309982146608,4
26,22.198975867109834,22.357474771764174,740.4792611914205,2
27,23.884276225653803,22.357471163328324,796.6949159968846,4
28,36.433156947587754,22.357431802944305,1215.2811598570927,18
29,23.239150475672876,22.357424289945413,775.1758044134892,4
30,22.99147735689912,22.357418524490146,766.914305815336,5
31,24.293058696342015,22.35741611843965,810.3304523250125,7
32,27.882891750464456,22.357416676458385,930.074576722009,10
33,26.91506437629083,22.3574169598876,897.791281164635,7
34,24.53024140222131,22.357429298571244,818.2420278800405,5
35,48.807433565467704,22.357445951372775,1628.0432288209058,7
36,23.242928573022613,22.35745520371692,775.3018283684225,3
37,22.653170898454565,22.357526612730666,755.6295998043498,4
38,24.963337178193143,22.35755544854322,832.6885700149818,4
39,21.95478802327539,22.357596831346584,732.3340190290398,4
40,20.917147565695444,22.35769973024596,697.7220061140872,5
41,24.366287027745575,22.357866388479124,812.7730902674379,7
42,23.835577897155463,22.35793372317297,795.0705121269234,3
43,23.08199034758308,22.357935357575904,769.9334988119456,6
44,23.56057201114898,22.358032776896394,785.8972891587828,3
45,23.84481132060422,22.358219835274628,795.3785064512801,4
46,23.870036165199775,22.358285568109903,796.2199179831274,3
47,20.91066013040899,22.35829263762429,697.5056082353427,5
48,22.56473716592193,22.35832480464185,752.679763500091,4
49,24.771724114808293,22.358370812198483,826.297036438874,6
50,21.25592474021383,22.3586487757271,709.0224135471869,3
51,23.511048172940264,22.358703124633106,784.2453492067922,5
52,21.35522700825923,22.35889428706344,712.3347857267448,2
53,22.404791943787682,22.359148108260804,747.3445570191226,3
54,22.243306896375625,22.359237862287046,741.95798741713,5
55,23.876208097041847,22.359363523443502,796.4257917836982,4
56,21.052632080499937,22.359377273496168,702.2412899777157,3
57,22.382284724226274,22.359482484283223,746.5937958393243,3
58,23.420023438296372,22.359624041742716,781.2090862430075,4
59,22.363072856877857,22.359634171428713,745.952955945384,2
60,20.675153403518035,22.359645453821837,689.6499374072034,4
61,24.029663665287977,22.35965676483225,801.5445263812235,5
62,27.27246634668534,22.359755220837023,909.7129458653113,11
63,23.577966907251785,22.36003015580115,786.4775213231769,4
64,37.30161684629106,22.36015516322095,1244.2499081460167,21
65,23.60843276969479,22.360200425977652,787.4937546597238,4
66,25.661156401535134,22.360324229775234,855.9653493600607,9
67,23.890935547066,22.36037736872736,796.9170473883893,4
68,23.55720896060062,22.360425736298463,785.7851096960766,3
69,22.26883958279351,22.360440191388477,742.8096674625577,4
70,24.411151218147076,22.360440191388477,814.2696008614998,4
71,24.153383292875372,22.360597432896974,805.671375249352,3
72,22.439484412463127,22.360957957853614,748.5017749794233,3
73,33.899660713409915,22.361336326607713,1130.7726928473712,24
74,21.902757137183983,22.361426717690083,730.5984528334305,3
75,26.781444701316094,22.361553456571745,893.334201757088,6
76,33.78163833243998,22.361718181721674,1126.8358839608788,17
77,22.169412993110907,22.361727601914783,739.4931483532217,3
78,23.589613820227566,22.361881324204806,786.866021115559,7
79,23.512148973610266,22.362254914259196,784.2820680208366,2
80,23.941135747304692,22.36275129512145,798.5915483837024,4
81,23.890035964818548,22.363218931101418,796.8870405087042,4
82,23.96802044673951,22.363441528341255,799.4883267978968,3
83,23.47277984545328,22.363685348930026,782.9688532533651,4
84,23.14069344913713,22.363715691689883,771.8916264989437,3
85,23.11964501517909,22.364266459706155,771.1895252434717,8
86,23.836208290626356,22.365400816750466,795.0915398218216,6
87,23.426074123572867,22.36564635076578,781.4109156873054,4
88,23.99213492717821,22.365922053913508,800.2927005116284,3
89,24.070589277620897,22.3660727321067,802.9096599515963,6
90,24.211249113768254,22.367591815932684,807.6015742170656,4
91,24.054644795176802,22.367758982409946,802.3778084530875,5
92,23.738910109017766,22.367851626266077,791.8460168722903,5
93,24.02479255246497,22.367986447138367,801.3820432988529,4
94,23.35524261585634,22.368003668188866,779.0482272994723,6
95,23.932608637077234,22.368052948370288,798.3071141683979,3
96,27.682421887255938,27.81323823177866,923.3876116526104,4
97,34.23200762750076,27.813927194864416,1141.8586095526484,9
98,29.56554991309616,27.814865984067364,986.2020972239472,4
99,27.166904227005674,27.8189558190546,906.191767192109,5
100,25.767566475751003,27.81952616219449,859.5148127952381,2
101,27.60863067827094,27.821435191721736,920.9261981063851,4
102,29.129050033732113,27.822581331360972,971.6420062487362,4
103,29.366283452478886,27.822948571888702,979.555273405524,3
104,28.13037993705789,27.823155246066314,938.3299066371981,3
105,28.5147902020315,27.823155246066314,951.1524724486143,4
106,27.439394502992762,27.82523752672526,915.2810783140565,3
107,28.89888508089166,27.827315620916828,963.9645180956015,5
108,27.338467878929166,27.829076137901474,911.9145233671734,4
109,30.129233771325353,27.830028050546343,1005.0045955637693,4
110,29.551381874403823,27.831074575120475,985.7295016012376,4
111,29.429110917781085,27.832951239264673,981.6509752688892,5
112,28.94915659631346,27.83327821114379,965.6413979130017,3
113,28.048752563547648,27.833804071286984,935.6071063786775,3
114,43.49310629512721,27.834704933352892,1450.7760812539098,7
115,29.92960220766762,27.83865157779338,998.3455932002062,6
116,53.8879675132733,27.839040564187478,1797.5118586644508,29
117,32.79664610680828,27.841509831725983,1093.9800297142112,10
118,29.384772650213314,27.84193615171874,980.1720075990457,4
119,30.640311719278067,27.84281339118624,1022.0523469364781,6
120,35.494321595124546,27.84387008009502,1183.9649355261163,11
121,26.18817079605231,27.84480953157157,873.5446841827771,5
122,38.11116759964714,27.845929187415187,1271.2536558562983,16
123,28.296642793545114,27.846453963940743,943.8758470387841,5
124,29.075294144725447,27.847158324359683,969.8489000615575,4
125,37.61751170752231,27.85088406629235,1254.7870426002798,28
126,27.560408071422646,27.851665503386368,919.3176626268428,4
127,28.147748016661556,27.85171362281759,938.9092442980985,5
128,28.889705227292307,27.85495790030342,963.6583106718093,4
129,28.248429131233806,27.857307722910708,942.2676099173361,8
130,38.24169396439037,27.85798759351137,1275.6075533833582,14
131,29.996624051375928,27.865058219886027,1000.5812046811099,5
132,27.735819450964705,27.86573377937141,925.168765376151,5
133,29.597928479853376,27.869714844347893,987.2821316063596,3
134,43.3349549408789,27.87750954455079,1445.5007118561837,18
135,28.717843861328067,27.878235035677456,957.9256238101106,3
136,28.526532327517845,27.879023922732273,951.5441481933422,5
137,30.511856224556155,27.883271538201836,1017.7675263034422,7
138,27.74468023964493,27.885379651208716,925.4643299235779,4
139,28.909626904292175,27.888102878217527,964.3228273033361,5
140,28.69229305293451,27.8940663970636,957.0733392797175,6
141,29.24725813620397,27.894693614983012,975.5850101471677,3
142,30.574676027270783,27.89646294986778,1019.862972570008,3
143,48.60479082698297,27.898056417777465,1621.2837843232298,26
144,29.939179067636374,27.900556317098037,998.6650433512693,3
145,29.075354902126026,27.903543968013135,969.8509267133888,3
146,28.67023581053159,27.904179244407523,956.337587745223,5
147,29.392536316315397,27.905984272871034,980.4309760205541,4
148,28.719585863069387,27.907337619229633,957.9837308223497,3
149,37.43175562605737,27.91007769808278,1248.590877210111,7
150,27.69649989090365,27.911516905738804,923.8572040249122,2
151,26.86143587041545,27.914429711607113,896.0024240278409,3
152,28.248262695796296,27.92036777413323,942.2620582202426,3
153,30.105941532857756,27.9207917560055,1004.2276489318513,4
154,29.312837372217952,27.927406023462847,977.7725013415285,4
155,29.52271587407087,27.9279273793962,984.7733052940328,4
156,27.881233332292712,27.92929252749004,930.0192577618052,4
157,27.912952877883107,27.93381934321188,931.0773095307115,6
158,29.355652792947467,27.934263981180816,979.2006722309957,2
159,29.359434033820314,27.939062536358072,979.3268010427335,6
160,26.613280007776936,27.940568684659635,887.7248228030413,3
